Cấp quản lý,Chi tiết,Ca,Time,Volume,%Gán,%LTC,%Đóng kiện,%LC,Leadtime,Sản Lượng Lấy Thành Công,Sản Lượng Gán,Sản Lượng Chưa Gán,% Chưa Gán,Hàng Mới Về Trong Ngày,Tỉnh,Vùng,AM
NTB - Lâm Đồng,(LDO) 3 Bảo Lộc,Hàng Mới Ca 1,2026-08-12 - Thứ 4,279,100.00%,94.62%,92.11%,94.62%,6.04,264,279,0,0.00%,279,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) 3 Bảo Lộc,Hàng Mới Ca 1,2026-08-15 - Thứ 7,248,100.00%,95.97%,95.16%,95.16%,6.02,238,248,0,0.00%,248,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) 3 Bảo Lộc,Hàng Mới Ca 1,2026-08-29 - Thứ 7,211,99.53%,94.79%,94.31%,94.79%,6.65,200,210,1,0.47%,211,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) 3 Bảo Lộc,Hàng Mới Ca 1,2026-08-09 - Chủ Nhật,523,100.00%,97.71%,96.18%,97.51%,6.4,511,523,0,0.00%,523,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) 3 Bảo Lộc,Hàng Mới Ca 1,2026-08-20 - Thứ 5,219,99.09%,69.86%,68.49%,68.49%,6.97,153,217,2,0.91%,219,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) 3 Bảo Lộc,Hàng Mới Ca 1,2026-08-05 - Thứ 4,484,99.79%,94.01%,93.18%,93.39%,6.73,455,483,1,0.21%,484,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) 3 Bảo Lộc,Hàng Mới Ca 1,2026-08-17 - Thứ 2,303,99.67%,96.37%,93.73%,95.71%,6.18,292,302,1,0.33%,303,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) 3 Bảo Lộc,Hàng Mới Ca 1,2026-08-21 - Thứ 6,258,97.67%,91.09%,89.53%,91.09%,6.65,235,252,6,2.33%,258,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) 3 Bảo Lộc,Hàng Mới Ca 1,2026-08-23 - Chủ Nhật,142,99.30%,91.55%,90.14%,91.55%,7.53,130,141,1,0.70%,142,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) 3 Bảo Lộc,Hàng Mới Ca 1,2026-08-30 - Chủ Nhật,114,100.00%,94.74%,89.47%,92.98%,9.87,108,114,0,0.00%,114,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) 3 Bảo Lộc,Hàng Mới Ca 1,2026-08-19 - Thứ 4,259,99.61%,91.12%,90.35%,90.73%,6.87,236,258,1,0.39%,259,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) 3 Bảo Lộc,Hàng Mới Ca 1,2026-08-03 - Thứ 2,466,100.00%,97.85%,97.64%,97.85%,6.63,456,466,0,0.00%,466,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) 3 Bảo Lộc,Hàng Mới Ca 1,2026-08-13 - Thứ 5,293,100.00%,93.52%,92.15%,93.52%,7.06,274,293,0,0.00%,293,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) 3 Bảo Lộc,Hàng Mới Ca 1,2026-08-26 - Thứ 4,302,100.00%,82.78%,81.46%,82.45%,4.94,250,302,0,0.00%,302,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) 3 Bảo Lộc,Hàng Mới Ca 1,2026-08-25 - Thứ 3,286,99.65%,95.45%,94.06%,95.45%,7.68,273,285,1,0.35%,286,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) 3 Bảo Lộc,Hàng Mới Ca 1,2026-08-28 - Thứ 6,225,99.11%,80.00%,76.44%,80.00%,7.82,180,223,2,0.89%,225,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) 3 Bảo Lộc,Hàng Mới Ca 1,2026-08-04 - Thứ 3,426,100.00%,95.77%,93.90%,95.31%,6.65,408,426,0,0.00%,426,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) 3 Bảo Lộc,Hàng Mới Ca 1,2026-08-08 - Thứ 7,578,100.00%,92.04%,91.18%,92.04%,5.57,532,578,0,0.00%,578,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) 3 Bảo Lộc,Hàng Mới Ca 1,2026-08-11 - Thứ 3,465,99.78%,95.91%,95.91%,95.05%,7.07,446,464,1,0.22%,465,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) 3 Bảo Lộc,Hàng Mới Ca 1,2026-08-18 - Thứ 3,288,99.65%,94.10%,90.28%,93.40%,6.12,271,287,1,0.35%,288,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) 3 Bảo Lộc,Hàng Mới Ca 1,2026-08-14 - Thứ 6,239,99.16%,96.23%,92.47%,95.82%,5.89,230,237,2,0.84%,239,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) 3 Bảo Lộc,Hàng Mới Ca 1,2026-08-16 - Chủ Nhật,141,99.29%,92.91%,91.49%,92.20%,3.65,131,140,1,0.71%,141,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) 3 Bảo Lộc,Hàng Mới Ca 1,2026-08-06 - Thứ 5,397,99.75%,97.23%,94.96%,97.23%,6.59,386,396,1,0.25%,397,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) 3 Bảo Lộc,Hàng Tồn,2026-08-27 - Thứ 5,62,100.00%,90.32%,88.71%,90.32%,30.27,56,62,0,0.00%,0,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) 3 Bảo Lộc,Hàng Tồn,2026-08-09 - Chủ Nhật,61,100.00%,91.80%,80.33%,90.16%,29.27,56,61,0,0.00%,0,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) 3 Bảo Lộc,Hàng Tồn,2026-08-21 - Thứ 6,75,100.00%,90.67%,88.00%,90.67%,29.3,68,75,0,0.00%,0,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) 3 Bảo Lộc,Hàng Tồn,2026-08-25 - Thứ 3,78,100.00%,92.31%,92.31%,92.31%,28.56,72,78,0,0.00%,0,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) 3 Bảo Lộc,Hàng Tồn,2026-08-03 - Thứ 2,12,100.00%,33.33%,33.33%,33.33%,64,4,12,0,0.00%,0,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) 3 Bảo Lộc,Hàng Tồn,2026-08-30 - Chủ Nhật,15,100.00%,73.33%,66.67%,73.33%,37.6,11,15,0,0.00%,0,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) 3 Bảo Lộc,Hàng Tồn,2026-08-26 - Thứ 4,15,100.00%,73.33%,60.00%,66.67%,37.22,11,15,0,0.00%,0,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) 3 Bảo Lộc,Hàng Tồn,2026-08-07 - Thứ 6,16,100.00%,68.75%,62.50%,62.50%,41,11,16,0,0.00%,0,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) 3 Bảo Lộc,Hàng Tồn,2026-08-17 - Thứ 2,16,100.00%,50.00%,43.75%,50.00%,26.43,8,16,0,0.00%,0,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) 3 Bảo Lộc,Hàng Tồn,2026-08-16 - Chủ Nhật,17,100.00%,58.82%,58.82%,52.94%,28.1,10,17,0,0.00%,0,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) 3 Bảo Lộc,Hàng Tồn,2026-08-10 - Thứ 2,19,100.00%,73.68%,68.42%,57.89%,30.54,14,19,0,0.00%,0,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) 3 Bảo Lộc,Hàng Tồn,2026-08-15 - Thứ 7,19,100.00%,78.95%,73.68%,73.68%,35.21,15,19,0,0.00%,0,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) 3 Bảo Lộc,Hàng Tồn,2026-08-19 - Thứ 4,19,100.00%,57.89%,57.89%,57.89%,27.45,11,19,0,0.00%,0,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) 3 Bảo Lộc,Hàng Tồn,2026-08-24 - Thứ 2,20,95.00%,60.00%,55.00%,60.00%,34.36,12,19,1,5.00%,0,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) 3 Bảo Lộc,Hàng Tồn,2026-08-04 - Thứ 3,21,100.00%,66.67%,61.90%,66.67%,40,14,21,0,0.00%,0,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) 3 Bảo Lộc,Hàng Tồn,2026-08-08 - Thứ 7,21,100.00%,57.14%,52.38%,52.38%,28.73,12,21,0,0.00%,0,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) 3 Bảo Lộc,Hàng Tồn,2026-08-28 - Thứ 6,21,100.00%,95.24%,95.24%,90.48%,32.25,20,21,0,0.00%,0,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) 3 Bảo Lộc,Hàng Tồn,2026-08-18 - Thứ 3,22,100.00%,95.45%,95.45%,95.45%,34.38,21,22,0,0.00%,0,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) 3 Bảo Lộc,Hàng Tồn,2026-08-13 - Thứ 5,25,100.00%,68.00%,68.00%,68.00%,34.53,17,25,0,0.00%,0,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) 3 Bảo Lộc,Hàng Tồn,2026-08-23 - Chủ Nhật,27,96.30%,81.48%,81.48%,81.48%,37.59,22,26,1,3.70%,0,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) 3 Bảo Lộc,Hàng Tồn,2026-08-14 - Thứ 6,27,100.00%,44.44%,40.74%,44.44%,37,12,27,0,0.00%,0,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) 3 Bảo Lộc,Hàng Tồn,2026-08-22 - Thứ 7,28,100.00%,75.00%,75.00%,75.00%,34.95,21,28,0,0.00%,0,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) 3 Bảo Lộc,Hàng Tồn,2026-08-05 - Thứ 4,28,100.00%,78.57%,71.43%,78.57%,32.4,22,28,0,0.00%,0,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) 3 Bảo Lộc,Hàng Tồn,2026-08-12 - Thứ 4,29,100.00%,72.41%,62.07%,72.41%,31.22,21,29,0,0.00%,0,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) 3 Bảo Lộc,Hàng Tồn,2026-08-20 - Thứ 5,32,100.00%,81.25%,78.13%,78.13%,32.64,26,32,0,0.00%,0,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) 3 Bảo Lộc,Hàng Tồn,2026-08-06 - Thứ 5,38,100.00%,89.47%,89.47%,86.84%,35.41,34,38,0,0.00%,0,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) 3 Bảo Lộc,Hàng Tồn,2026-08-11 - Thứ 3,40,100.00%,82.50%,82.50%,82.50%,21.52,33,40,0,0.00%,0,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) 3 Bảo Lộc,Hàng Tồn,2026-08-29 - Thứ 7,45,100.00%,95.56%,88.89%,93.33%,27.73,43,45,0,0.00%,0,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Mới Ca 1,2026-08-22 - Thứ 7,516,99.81%,91.67%,85.66%,88.18%,6.1,473,515,1,0.19%,516,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Mới Ca 1,2026-08-10 - Thứ 2,"1,084",99.82%,95.57%,91.97%,91.24%,7.89,1036,1082,2,0.18%,1084,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Mới Ca 1,2026-08-27 - Thứ 5,442,100.00%,91.86%,85.75%,91.40%,7.83,406,442,0,0.00%,442,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Mới Ca 1,2026-08-24 - Thứ 2,506,99.60%,96.44%,85.38%,93.08%,7.05,488,504,2,0.40%,506,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Mới Ca 1,2026-08-07 - Thứ 6,770,100.00%,96.36%,90.52%,91.82%,8.63,742,770,0,0.00%,770,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Mới Ca 1,2026-08-12 - Thứ 4,546,99.45%,94.87%,91.76%,92.86%,13.47,518,543,3,0.55%,546,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Mới Ca 1,2026-08-15 - Thứ 7,420,99.52%,92.14%,87.38%,88.57%,7.61,387,418,2,0.48%,420,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Mới Ca 1,2026-08-29 - Thứ 7,352,99.72%,93.18%,80.68%,91.76%,7.18,328,351,1,0.28%,352,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Mới Ca 1,2026-08-09 - Chủ Nhật,978,99.80%,83.03%,80.57%,82.72%,7.09,812,976,2,0.20%,978,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Mới Ca 1,2026-08-20 - Thứ 5,534,100.00%,80.15%,5.62%,0.00%,10.77,428,534,0,0.00%,534,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Mới Ca 1,2026-08-05 - Thứ 4,741,100.00%,98.25%,94.20%,95.41%,7.72,728,741,0,0.00%,741,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Mới Ca 1,2026-08-17 - Thứ 2,528,99.24%,88.07%,86.36%,87.12%,10.67,465,524,4,0.76%,528,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Mới Ca 1,2026-08-21 - Thứ 6,373,99.73%,93.57%,82.04%,87.67%,7.31,349,372,1,0.27%,373,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Mới Ca 1,2026-08-23 - Chủ Nhật,418,99.76%,75.36%,74.16%,74.64%,7.75,315,417,1,0.24%,418,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Mới Ca 1,2026-08-30 - Chủ Nhật,231,98.70%,94.37%,90.48%,93.07%,6.51,218,228,3,1.30%,231,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Mới Ca 1,2026-08-19 - Thứ 4,466,98.71%,88.41%,80.04%,87.12%,12.26,412,460,6,1.29%,466,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Mới Ca 1,2026-08-03 - Thứ 2,970,99.90%,97.84%,94.23%,93.61%,8.56,949,969,1,0.10%,970,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Mới Ca 1,2026-08-13 - Thứ 5,315,99.37%,93.97%,90.16%,93.33%,7.16,296,313,2,0.63%,315,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Mới Ca 1,2026-08-26 - Thứ 4,374,98.93%,91.18%,78.07%,90.37%,7.2,341,370,4,1.07%,374,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Mới Ca 1,2026-08-25 - Thứ 3,574,99.83%,90.77%,83.10%,90.24%,7.15,521,573,1,0.17%,574,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Mới Ca 1,2026-08-28 - Thứ 6,599,100.00%,57.60%,49.58%,56.59%,6.09,345,599,0,0.00%,599,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Mới Ca 1,2026-08-04 - Thứ 3,"1,064",99.91%,93.98%,92.95%,93.70%,8.37,1000,1063,1,0.09%,1064,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Mới Ca 1,2026-08-08 - Thứ 7,928,100.00%,94.07%,91.92%,93.10%,9.34,873,928,0,0.00%,928,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Mới Ca 1,2026-08-11 - Thứ 3,660,98.79%,94.85%,93.79%,94.70%,8.34,626,652,8,1.21%,660,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Mới Ca 1,2026-08-18 - Thứ 3,374,99.47%,91.44%,87.70%,90.91%,9.55,342,372,2,0.53%,374,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Mới Ca 1,2026-08-14 - Thứ 6,499,100.00%,86.37%,84.57%,85.97%,10.76,431,499,0,0.00%,499,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Mới Ca 1,2026-08-16 - Chủ Nhật,297,99.33%,91.25%,88.22%,90.91%,9.72,271,295,2,0.67%,297,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Mới Ca 1,2026-08-06 - Thứ 5,960,99.79%,92.50%,90.52%,92.29%,9.31,888,958,2,0.21%,960,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Tồn,2026-08-22 - Thứ 7,61,100.00%,98.36%,96.72%,96.72%,32.34,60,61,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Tồn,2026-08-10 - Thứ 2,161,100.00%,96.27%,95.65%,95.65%,30.75,155,161,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Tồn,2026-08-24 - Thứ 2,104,100.00%,97.12%,94.23%,94.23%,30.55,101,104,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Tồn,2026-08-07 - Thứ 6,74,100.00%,93.24%,91.89%,91.89%,37.4,69,74,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Tồn,2026-08-15 - Thứ 7,75,100.00%,77.33%,73.33%,77.33%,35.93,58,75,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Tồn,2026-08-29 - Thứ 7,265,100.00%,67.92%,66.04%,65.66%,29.3,180,265,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Tồn,2026-08-09 - Chủ Nhật,58,100.00%,87.93%,87.93%,82.76%,33.06,51,58,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Tồn,2026-08-20 - Thứ 5,55,100.00%,94.55%,7.27%,1.82%,29.25,52,55,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Tồn,2026-08-05 - Thứ 4,65,100.00%,96.92%,96.92%,96.92%,39.17,63,65,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Tồn,2026-08-21 - Thứ 6,608,100.00%,97.86%,95.72%,97.86%,26.76,595,608,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Tồn,2026-08-23 - Chủ Nhật,61,100.00%,91.80%,88.52%,90.16%,23.17,56,61,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Tồn,2026-08-30 - Chủ Nhật,95,100.00%,83.16%,80.00%,76.84%,46.42,79,95,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Tồn,2026-08-03 - Thứ 2,217,100.00%,88.48%,88.02%,87.10%,41.33,192,217,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Tồn,2026-08-04 - Thứ 3,85,100.00%,94.12%,91.76%,94.12%,31.17,80,85,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Tồn,2026-08-08 - Thứ 7,62,100.00%,96.77%,95.16%,93.55%,31.36,60,62,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Tồn,2026-08-11 - Thứ 3,99,100.00%,90.91%,87.88%,88.89%,25.43,90,99,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Tồn,2026-08-18 - Thứ 3,68,100.00%,86.76%,83.82%,86.76%,29.58,59,68,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Tồn,2026-08-14 - Thứ 6,20,100.00%,80.00%,65.00%,80.00%,30,16,20,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Tồn,2026-08-17 - Thứ 2,28,100.00%,82.14%,71.43%,78.57%,35.65,23,28,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Tồn,2026-08-19 - Thứ 4,32,100.00%,84.38%,84.38%,84.38%,34.56,27,32,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Tồn,2026-08-12 - Thứ 4,34,100.00%,97.06%,97.06%,94.12%,33.52,33,34,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Tồn,2026-08-13 - Thứ 5,34,100.00%,94.12%,88.24%,91.18%,29.9,32,34,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Tồn,2026-08-06 - Thứ 5,35,100.00%,91.43%,91.43%,91.43%,25.63,32,35,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Tồn,2026-08-25 - Thứ 3,39,100.00%,94.87%,84.62%,92.31%,26.76,37,39,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Tồn,2026-08-28 - Thứ 6,46,100.00%,69.57%,58.70%,65.22%,29.74,32,46,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Tồn,2026-08-26 - Thứ 4,54,100.00%,40.74%,37.04%,40.74%,28.95,22,54,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Tồn,2026-08-27 - Thứ 5,56,100.00%,85.71%,80.36%,80.36%,40.16,48,56,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) B'Lao,Hàng Tồn,2026-08-16 - Chủ Nhật,56,100.00%,100.00%,94.64%,98.21%,35.43,56,56,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Mới Ca 1,2026-08-23 - Chủ Nhật,7,85.71%,42.86%,28.57%,28.57%,3,3,6,1,14.29%,7,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Mới Ca 1,2026-08-16 - Chủ Nhật,9,100.00%,77.78%,11.11%,11.11%,8,7,9,0,0.00%,9,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Mới Ca 1,2026-08-26 - Thứ 4,10,100.00%,70.00%,50.00%,40.00%,7.8,7,10,0,0.00%,10,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Mới Ca 1,2026-08-25 - Thứ 3,11,72.73%,45.45%,18.18%,27.27%,5.5,5,8,3,27.27%,11,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Mới Ca 1,2026-08-30 - Chủ Nhật,13,84.62%,76.92%,38.46%,53.85%,11.8,10,11,2,15.38%,13,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Mới Ca 1,2026-08-27 - Thứ 5,15,93.33%,33.33%,20.00%,26.67%,5.33,5,14,1,6.67%,15,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Mới Ca 1,2026-08-20 - Thứ 5,15,93.33%,60.00%,46.67%,20.00%,7,9,14,1,6.67%,15,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Mới Ca 1,2026-08-19 - Thứ 4,17,88.24%,76.47%,58.82%,58.82%,6.33,13,15,2,11.76%,17,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Mới Ca 1,2026-08-04 - Thứ 3,17,94.12%,41.18%,17.65%,23.53%,3,7,16,1,5.88%,17,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Mới Ca 1,2026-08-06 - Thứ 5,17,94.12%,76.47%,76.47%,76.47%,3.77,13,16,1,5.88%,17,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Mới Ca 1,2026-08-08 - Thứ 7,19,94.74%,63.16%,47.37%,42.11%,5.44,12,18,1,5.26%,19,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Mới Ca 1,2026-08-21 - Thứ 6,19,100.00%,89.47%,42.11%,36.84%,4.38,17,19,0,0.00%,19,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Mới Ca 1,2026-08-22 - Thứ 7,20,100.00%,60.00%,30.00%,15.00%,9,12,20,0,0.00%,20,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Mới Ca 1,2026-08-09 - Chủ Nhật,21,95.24%,85.71%,47.62%,52.38%,4.6,18,20,1,4.76%,21,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Mới Ca 1,2026-08-11 - Thứ 3,21,95.24%,80.95%,52.38%,38.10%,6.09,17,20,1,4.76%,21,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Mới Ca 1,2026-08-29 - Thứ 7,22,90.91%,59.09%,31.82%,31.82%,5,13,20,2,9.09%,22,Lâm Đồng,NTB,AM Nga
