Cấp quản lý,Chi tiết,Ca,Time,Volume,%Gán,%LTC,%Đóng kiện,%LC,Leadtime,Sản Lượng Lấy Thành Công,Sản Lượng Gán,Sản Lượng Chưa Gán,% Chưa Gán,Hàng Mới Về Trong Ngày,Tỉnh,Vùng,AM
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Mới Ca 1,2026-08-05 - Thứ 4,22,90.91%,68.18%,45.45%,54.55%,7.3,15,20,2,9.09%,22,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Mới Ca 1,2026-08-07 - Thứ 6,24,91.67%,79.17%,45.83%,50.00%,6.18,19,22,2,8.33%,24,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Mới Ca 1,2026-08-24 - Thứ 2,25,100.00%,76.00%,60.00%,48.00%,4.73,19,25,0,0.00%,25,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Mới Ca 1,2026-08-13 - Thứ 5,25,100.00%,76.00%,56.00%,52.00%,5,19,25,0,0.00%,25,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Mới Ca 1,2026-08-12 - Thứ 4,27,96.30%,74.07%,18.52%,59.26%,3.6,20,26,1,3.70%,27,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Mới Ca 1,2026-08-15 - Thứ 7,28,96.43%,71.43%,60.71%,25.00%,6.82,20,27,1,3.57%,28,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Mới Ca 1,2026-08-28 - Thứ 6,28,100.00%,96.43%,71.43%,64.29%,7.7,27,28,0,0.00%,28,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Mới Ca 1,2026-08-03 - Thứ 2,30,70.00%,70.00%,60.00%,56.67%,7.17,21,21,9,30.00%,30,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Mới Ca 1,2026-08-18 - Thứ 3,30,96.67%,66.67%,36.67%,43.33%,5,20,29,1,3.33%,30,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Mới Ca 1,2026-08-14 - Thứ 6,31,96.77%,83.87%,35.48%,19.35%,10.64,26,30,1,3.23%,31,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Mới Ca 1,2026-08-10 - Thứ 2,34,97.06%,29.41%,26.47%,29.41%,6.67,10,33,1,2.94%,34,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Mới Ca 1,2026-08-17 - Thứ 2,34,91.18%,44.12%,35.29%,26.47%,5.83,15,31,3,8.82%,34,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Tồn,2026-08-07 - Thứ 6,5,100.00%,60.00%,40.00%,40.00%,93.5,3,5,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Tồn,2026-08-04 - Thứ 3,11,90.91%,81.82%,54.55%,63.64%,25.67,9,10,1,9.09%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Tồn,2026-08-29 - Thứ 7,12,100.00%,100.00%,83.33%,91.67%,35.8,12,12,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Tồn,2026-08-09 - Chủ Nhật,12,91.67%,83.33%,66.67%,66.67%,29.5,10,11,1,8.33%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Tồn,2026-08-20 - Thứ 5,12,100.00%,58.33%,50.00%,41.67%,21.67,7,12,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Tồn,2026-08-27 - Thứ 5,13,100.00%,76.92%,69.23%,53.85%,40.78,10,13,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Tồn,2026-08-13 - Thứ 5,13,100.00%,84.62%,76.92%,76.92%,37.3,11,13,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Tồn,2026-08-24 - Thứ 2,14,100.00%,64.29%,57.14%,57.14%,52.38,9,14,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Tồn,2026-08-03 - Thứ 2,14,78.57%,71.43%,64.29%,71.43%,26.44,10,11,3,21.43%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Tồn,2026-08-08 - Thứ 7,15,100.00%,86.67%,73.33%,80.00%,26.55,13,15,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Tồn,2026-08-14 - Thứ 6,15,100.00%,93.33%,60.00%,53.33%,27.11,14,15,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Tồn,2026-08-30 - Chủ Nhật,16,100.00%,93.75%,93.75%,93.75%,31.2,15,16,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Tồn,2026-08-06 - Thứ 5,16,100.00%,87.50%,81.25%,81.25%,35.77,14,16,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Tồn,2026-08-17 - Thứ 2,17,100.00%,76.47%,52.94%,58.82%,33.89,13,17,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Tồn,2026-08-05 - Thứ 4,18,94.44%,88.89%,77.78%,83.33%,26.36,16,17,1,5.56%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Tồn,2026-08-21 - Thứ 6,18,94.44%,66.67%,55.56%,55.56%,23.3,12,17,1,5.56%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Tồn,2026-08-26 - Thứ 4,18,100.00%,72.22%,50.00%,55.56%,43.78,13,18,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Tồn,2026-08-25 - Thứ 3,18,100.00%,83.33%,38.89%,50.00%,26.29,15,18,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Tồn,2026-08-28 - Thứ 6,19,100.00%,94.74%,73.68%,84.21%,41.36,18,19,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Tồn,2026-08-10 - Thứ 2,20,100.00%,90.00%,55.00%,85.00%,36.27,18,20,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Tồn,2026-08-12 - Thứ 4,21,95.24%,85.71%,66.67%,80.95%,32.71,18,20,1,4.76%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Tồn,2026-08-22 - Thứ 7,22,100.00%,86.36%,59.09%,68.18%,28.15,19,22,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Tồn,2026-08-23 - Chủ Nhật,26,100.00%,65.38%,57.69%,57.69%,34.67,17,26,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Tồn,2026-08-11 - Thứ 3,26,100.00%,96.15%,80.77%,80.77%,30.67,25,26,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Tồn,2026-08-16 - Chủ Nhật,26,96.15%,80.77%,73.08%,69.23%,16.84,21,25,1,3.85%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Tồn,2026-08-19 - Thứ 4,27,100.00%,88.89%,85.19%,88.89%,36.91,24,27,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Tồn,2026-08-18 - Thứ 3,29,100.00%,79.31%,72.41%,68.97%,29.71,23,29,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 1,Hàng Tồn,2026-08-15 - Thứ 7,36,97.22%,91.67%,77.78%,86.11%,28.43,33,35,1,2.78%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Mới Ca 1,2026-08-10 - Thứ 2,60,100.00%,100.00%,43.33%,46.67%,4.92,60,60,0,0.00%,60,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Mới Ca 1,2026-08-23 - Chủ Nhật,5,100.00%,100.00%,60.00%,20.00%,7.67,5,5,0,0.00%,5,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Mới Ca 1,2026-08-09 - Chủ Nhật,7,85.71%,85.71%,42.86%,57.14%,5.67,6,6,1,14.29%,7,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Mới Ca 1,2026-08-16 - Chủ Nhật,8,87.50%,75.00%,37.50%,37.50%,14,6,7,1,12.50%,8,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Mới Ca 1,2026-08-21 - Thứ 6,9,100.00%,100.00%,55.56%,33.33%,11,9,9,0,0.00%,9,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Mới Ca 1,2026-08-13 - Thứ 5,9,77.78%,66.67%,55.56%,55.56%,8.6,6,7,2,22.22%,9,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Mới Ca 1,2026-08-06 - Thứ 5,9,100.00%,88.89%,88.89%,88.89%,6.38,8,9,0,0.00%,9,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Mới Ca 1,2026-08-05 - Thứ 4,10,100.00%,100.00%,60.00%,70.00%,8,10,10,0,0.00%,10,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Mới Ca 1,2026-08-28 - Thứ 6,10,90.00%,70.00%,70.00%,70.00%,3,7,9,1,10.00%,10,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Mới Ca 1,2026-08-17 - Thứ 2,12,100.00%,91.67%,75.00%,83.33%,5.78,11,12,0,0.00%,12,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Mới Ca 1,2026-08-08 - Thứ 7,13,100.00%,92.31%,76.92%,76.92%,5,12,13,0,0.00%,13,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Mới Ca 1,2026-08-12 - Thứ 4,15,100.00%,93.33%,80.00%,80.00%,10.58,14,15,0,0.00%,15,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Mới Ca 1,2026-08-26 - Thứ 4,15,86.67%,80.00%,80.00%,73.33%,6.17,12,13,2,13.33%,15,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Mới Ca 1,2026-08-07 - Thứ 6,17,94.12%,88.24%,76.47%,70.59%,7.62,15,16,1,5.88%,17,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Mới Ca 1,2026-08-19 - Thứ 4,17,100.00%,100.00%,64.71%,47.06%,7.82,17,17,0,0.00%,17,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Mới Ca 1,2026-08-20 - Thứ 5,18,100.00%,88.89%,61.11%,61.11%,8.18,16,18,0,0.00%,18,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Mới Ca 1,2026-08-30 - Chủ Nhật,19,89.47%,89.47%,84.21%,78.95%,4.06,17,17,2,10.53%,19,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Mới Ca 1,2026-08-03 - Thứ 2,19,100.00%,89.47%,26.32%,42.11%,8.6,17,19,0,0.00%,19,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Mới Ca 1,2026-08-14 - Thứ 6,20,100.00%,55.00%,30.00%,30.00%,1.67,11,20,0,0.00%,20,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Mới Ca 1,2026-08-27 - Thứ 5,25,100.00%,88.00%,64.00%,52.00%,5.25,22,25,0,0.00%,25,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Mới Ca 1,2026-08-15 - Thứ 7,27,100.00%,88.89%,74.07%,77.78%,17.95,24,27,0,0.00%,27,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Mới Ca 1,2026-08-22 - Thứ 7,28,96.43%,96.43%,21.43%,21.43%,8.17,27,27,1,3.57%,28,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Mới Ca 1,2026-08-25 - Thứ 3,30,100.00%,80.00%,23.33%,30.00%,10.43,24,30,0,0.00%,30,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Mới Ca 1,2026-08-11 - Thứ 3,30,100.00%,96.67%,83.33%,73.33%,10.16,29,30,0,0.00%,30,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Mới Ca 1,2026-08-29 - Thứ 7,33,100.00%,93.94%,87.88%,87.88%,4.76,31,33,0,0.00%,33,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Mới Ca 1,2026-08-18 - Thứ 3,36,100.00%,94.44%,47.22%,47.22%,4.41,34,36,0,0.00%,36,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Mới Ca 1,2026-08-04 - Thứ 3,40,97.50%,95.00%,72.50%,75.00%,4.28,38,39,1,2.50%,40,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Mới Ca 1,2026-08-24 - Thứ 2,42,97.62%,90.48%,69.05%,66.67%,6.52,38,41,1,2.38%,42,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Tồn,2026-08-07 - Thứ 6,2,100.00%,100.00%,100.00%,50.00%,55,2,2,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Tồn,2026-08-13 - Thứ 5,3,100.00%,100.00%,100.00%,100.00%,21,3,3,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Tồn,2026-08-18 - Thứ 3,3,100.00%,100.00%,100.00%,100.00%,25.33,3,3,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Tồn,2026-08-10 - Thứ 2,4,100.00%,100.00%,100.00%,75.00%,38.5,4,4,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Tồn,2026-08-27 - Thứ 5,4,100.00%,100.00%,50.00%,25.00%,20,4,4,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Tồn,2026-08-09 - Chủ Nhật,4,100.00%,100.00%,100.00%,75.00%,34.5,4,4,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Tồn,2026-08-14 - Thứ 6,4,100.00%,100.00%,75.00%,75.00%,17.33,4,4,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Tồn,2026-08-29 - Thứ 7,5,100.00%,100.00%,60.00%,40.00%,24.67,5,5,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Tồn,2026-08-06 - Thứ 5,5,100.00%,100.00%,80.00%,80.00%,22.75,5,5,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Tồn,2026-08-22 - Thứ 7,6,100.00%,100.00%,100.00%,100.00%,19.33,6,6,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Tồn,2026-08-24 - Thứ 2,6,100.00%,100.00%,83.33%,100.00%,20.2,6,6,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Tồn,2026-08-03 - Thứ 2,6,100.00%,100.00%,100.00%,83.33%,24.5,6,6,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Tồn,2026-08-16 - Chủ Nhật,6,100.00%,100.00%,83.33%,66.67%,28.2,6,6,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Tồn,2026-08-08 - Thứ 7,6,100.00%,100.00%,83.33%,66.67%,24.2,6,6,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Tồn,2026-08-17 - Thứ 2,7,100.00%,100.00%,100.00%,85.71%,28.86,7,7,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Tồn,2026-08-21 - Thứ 6,7,100.00%,100.00%,100.00%,100.00%,20.29,7,7,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Tồn,2026-08-30 - Chủ Nhật,7,100.00%,100.00%,71.43%,57.14%,35.4,7,7,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Tồn,2026-08-12 - Thứ 4,10,100.00%,100.00%,90.00%,90.00%,22.44,10,10,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Tồn,2026-08-20 - Thứ 5,10,100.00%,100.00%,100.00%,100.00%,19.9,10,10,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Tồn,2026-08-05 - Thứ 4,12,100.00%,91.67%,83.33%,75.00%,26.2,11,12,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Tồn,2026-08-04 - Thứ 3,12,100.00%,100.00%,91.67%,91.67%,21.36,12,12,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Tồn,2026-08-25 - Thứ 3,14,100.00%,92.86%,85.71%,71.43%,25.92,13,14,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Tồn,2026-08-15 - Thứ 7,15,100.00%,100.00%,93.33%,100.00%,27.57,15,15,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Tồn,2026-08-28 - Thứ 6,15,100.00%,86.67%,80.00%,80.00%,24,13,15,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Tồn,2026-08-19 - Thứ 4,18,100.00%,100.00%,94.44%,94.44%,18.71,18,18,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Tồn,2026-08-23 - Chủ Nhật,22,100.00%,100.00%,95.45%,95.45%,20.48,22,22,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Tồn,2026-08-26 - Thứ 4,25,100.00%,100.00%,100.00%,100.00%,25.08,25,25,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Bảo Lâm 3,Hàng Tồn,2026-08-11 - Thứ 3,32,100.00%,100.00%,100.00%,96.88%,18.13,32,32,0,0.00%,0,Lâm Đồng,NTB,AM Nga
NTB - Lâm Đồng,(LDO) Cát Tiên,Hàng Mới Ca 1,2026-08-22 - Thứ 7,59,100.00%,93.22%,89.83%,72.88%,4.62,55,59,0,0.00%,59,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) Cát Tiên,Hàng Mới Ca 1,2026-08-10 - Thứ 2,71,100.00%,92.96%,90.14%,46.48%,4.91,66,71,0,0.00%,71,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) Cát Tiên,Hàng Mới Ca 1,2026-08-24 - Thứ 2,59,100.00%,94.92%,91.53%,91.53%,3.76,56,59,0,0.00%,59,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) Cát Tiên,Hàng Mới Ca 1,2026-08-07 - Thứ 6,76,98.68%,85.53%,76.32%,64.47%,6.05,65,75,1,1.32%,76,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) Cát Tiên,Hàng Mới Ca 1,2026-08-17 - Thứ 2,44,100.00%,97.73%,88.64%,65.91%,6.95,43,44,0,0.00%,44,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) Cát Tiên,Hàng Mới Ca 1,2026-08-19 - Thứ 4,83,100.00%,90.36%,85.54%,86.75%,6.28,75,83,0,0.00%,83,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) Cát Tiên,Hàng Mới Ca 1,2026-08-03 - Thứ 2,55,100.00%,96.36%,94.55%,96.36%,4.9,53,55,0,0.00%,55,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) Cát Tiên,Hàng Mới Ca 1,2026-08-13 - Thứ 5,63,100.00%,95.24%,90.48%,66.67%,7.28,60,63,0,0.00%,63,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) Cát Tiên,Hàng Mới Ca 1,2026-08-26 - Thứ 4,47,97.87%,70.21%,61.70%,68.09%,2.72,33,46,1,2.13%,47,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) Cát Tiên,Hàng Mới Ca 1,2026-08-28 - Thứ 6,58,100.00%,94.83%,89.66%,94.83%,7.44,55,58,0,0.00%,58,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) Cát Tiên,Hàng Mới Ca 1,2026-08-04 - Thứ 3,58,100.00%,98.28%,93.10%,98.28%,3.2,57,58,0,0.00%,58,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) Cát Tiên,Hàng Mới Ca 1,2026-08-08 - Thứ 7,69,100.00%,100.00%,91.30%,79.71%,3.97,69,69,0,0.00%,69,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) Cát Tiên,Hàng Mới Ca 1,2026-08-11 - Thứ 3,70,100.00%,98.57%,95.71%,61.43%,6.39,69,70,0,0.00%,70,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) Cát Tiên,Hàng Mới Ca 1,2026-08-14 - Thứ 6,52,100.00%,94.23%,92.31%,53.85%,8.6,49,52,0,0.00%,52,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) Cát Tiên,Hàng Mới Ca 1,2026-08-29 - Thứ 7,23,100.00%,95.65%,95.65%,65.22%,6.41,22,23,0,0.00%,23,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) Cát Tiên,Hàng Mới Ca 1,2026-08-30 - Chủ Nhật,31,100.00%,87.10%,83.87%,83.87%,2.65,27,31,0,0.00%,31,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) Cát Tiên,Hàng Mới Ca 1,2026-08-18 - Thứ 3,31,100.00%,90.32%,64.52%,45.16%,9.15,28,31,0,0.00%,31,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) Cát Tiên,Hàng Mới Ca 1,2026-08-12 - Thứ 4,33,100.00%,93.94%,90.91%,81.82%,3.97,31,33,0,0.00%,33,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) Cát Tiên,Hàng Mới Ca 1,2026-08-23 - Chủ Nhật,33,100.00%,93.94%,87.88%,39.39%,7.17,31,33,0,0.00%,33,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) Cát Tiên,Hàng Mới Ca 1,2026-08-20 - Thứ 5,35,100.00%,97.14%,94.29%,42.86%,6.7,34,35,0,0.00%,35,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) Cát Tiên,Hàng Mới Ca 1,2026-08-15 - Thứ 7,40,100.00%,100.00%,100.00%,97.50%,4.68,40,40,0,0.00%,40,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) Cát Tiên,Hàng Mới Ca 1,2026-08-27 - Thứ 5,41,100.00%,92.68%,87.80%,87.80%,5.56,38,41,0,0.00%,41,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) Cát Tiên,Hàng Mới Ca 1,2026-08-06 - Thứ 5,45,100.00%,91.11%,64.44%,91.11%,4,41,45,0,0.00%,45,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) Cát Tiên,Hàng Mới Ca 1,2026-08-16 - Chủ Nhật,46,95.65%,93.48%,93.48%,93.48%,6.84,43,44,2,4.35%,46,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) Cát Tiên,Hàng Mới Ca 1,2026-08-09 - Chủ Nhật,48,100.00%,83.33%,83.33%,37.50%,5.65,40,48,0,0.00%,48,Lâm Đồng,NTB,AM Vũ
NTB - Lâm Đồng,(LDO) Cát Tiên,Hàng Mới Ca 1,2026-08-05 - Thứ 4,48,100.00%,93.75%,87.50%,91.67%,4.02,45,48,0,0.00%,48,Lâm Đồng,NTB,AM Vũ
