hen_lay,region_shortname,province_name,district_name,ward_name,deliver_warehouse_id,warehouse_name,nhom_kh,nhom_kl,so_don
2026-07-24,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam Hải Tây,2058800000.00%,(KHO) Cam Lâm 2,SME,30-50kg,3
2026-07-24,NTB,Lâm Đồng,Thành phố Đà Lạt,Xã Xuân Thọ,2211600000.00%,(LDO) Xuân Trường - Đà Lạt,Shopee-Bulky,30-50kg,1
2026-07-24,NTB,Đắk Nông,Huyện Đắk Mil,Xã Thuận An,230900.00%,(DNO) Đức Lập,SME,30-50kg,1
2026-07-24,NTB,Bình Thuận,Huyện Hàm Thuận Nam,Xã Tân Thành,2106700000.00%,(BTH) Tân Hải,TTS-nhỏ,30-50kg,1
2026-07-24,NTB,Khánh Hòa,Huyện Diên Khánh,Xã Bình Lộc,2014300000.00%,(KHO) Diên Khánh 2,Shopee-Bulky,30-50kg,1
2026-07-24,NTB,Ninh Thuận,Huyện Thuận Bắc,Xã Lợi Hải,2286100000.00%,(NTH) Phan Rang,Khác,30-50kg,2
2026-07-24,NTB,Lâm Đồng,Huyện Đạ Huoai,Thị trấn Đạ Tẻh,2066300000.00%,(LDO) Đạ Tẻh,SME,30-50kg,1
2026-07-24,NTB,Khánh Hòa,Thị xã Ninh Hòa,Phường Ninh Thủy,2156900000.00%,(KHO) Đông Ninh Hòa,SME,30-50kg,1
2026-07-24,NTB,Đắk Nông,Huyện Đắk R lấp,Xã Quảng Tín,2239400000.00%,(DNO) Quảng Tín,Shopee-Bulky,30-50kg,1
2026-07-24,NTB,Ninh Thuận,Huyện Ninh Sơn,Xã Lâm Sơn,2031600000.00%,(NTH) Ninh Sơn,Shopee-Bulky,30-50kg,1
2026-07-24,NTB,Ninh Thuận,Huyện Ninh Hải,Xã Vĩnh Hải,2064800000.00%,(NTH) Ninh Chử,Shopee-Bulky,30-50kg,3
2026-07-24,NTB,Bình Thuận,Huyện Tánh Linh,Thị trấn Lạc Tánh,235700.00%,(BTH) Đồng Kho,SME,30-50kg,1
2026-07-24,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam Hòa,2133100000.00%,(KHO) Cam Lâm 1,Shopee-Bulky,30-50kg,1
2026-07-24,NTB,Lâm Đồng,Huyện Đạ Huoai,Thị trấn Ma Đa Guôi,189600.00%,(LDO) Đạ Huoai,Shopee-Bulky,30-50kg,1
2026-07-24,NTB,Bình Thuận,Huyện Hàm Thuận Bắc,Xã Hàm Hiệp,2140300000.00%,(BTH) Hàm Liêm,Shopee-Bulky,30-50kg,1
2026-07-24,NTB,Bình Thuận,Huyện Hàm Thuận Bắc,Xã Hàm Thắng,2140300000.00%,(BTH) Hàm Liêm,SME,30-50kg,1
2026-07-24,NTB,Đắk Nông,Huyện Đắk Song,Xã Trường Xuân,2208600000.00%,(DNO) Trường Xuân,SME,30-50kg,1
2026-07-24,NTB,Lâm Đồng,Huyện Đơn Dương,Xã Đạ Ròn,2137700000.00%,(LDO) Đơn Dương,SME,30-50kg,1
2026-07-24,NTB,Bình Thuận,Huyện Đức Linh,Xã Đông Hà,2145600000.00%,(BTH) Đức Linh,Khác,30-50kg,1
2026-07-24,NTB,Bình Thuận,Huyện Tánh Linh,Xã Đức Thuận,235700.00%,(BTH) Đồng Kho,Shopee-Bulky,30-50kg,1
2026-07-24,NTB,Khánh Hòa,Huyện Khánh Vĩnh,Thị trấn Khánh Vĩnh,2055800000.00%,(KHO) Khánh Vĩnh,SME,30-50kg,1
2026-07-24,NTB,Ninh Thuận,Huyện Ninh Sơn,Thị trấn Tân Sơn,2031600000.00%,(NTH) Ninh Sơn,Shopee-Bulky,30-50kg,1
2026-07-24,NTB,Lâm Đồng,Huyện Di Linh,Xã Hòa Nam,2275900000.00%,(LDO) Hòa Ninh,SME,30-50kg,2
2026-07-24,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Phụng,2069400000.00%,(KHO) Ninh Hòa 1,Khác,30-50kg,1
2026-07-24,NTB,Đắk Nông,Huyện Đắk R lấp,Xã Nhân Cơ,2026900300.00%,(DNO) Nhân Cơ,SME,30-50kg,1
2026-07-24,NTB,Bình Thuận,Huyện Tánh Linh,Xã Đức Phú,235700.00%,(BTH) Đồng Kho,SME,30-50kg,1
2026-07-24,NTB,Khánh Hòa,Huyện Khánh Vĩnh,Xã Khánh Nam,2055800000.00%,(KHO) Khánh Vĩnh,Shopee-Bulky,30-50kg,1
2026-07-24,NTB,Bình Thuận,Huyện Tánh Linh,Xã Gia An,235700.00%,(BTH) Đồng Kho,Shopee-Bulky,30-50kg,1
2026-07-24,NTB,Bình Thuận,Huyện Bắc Bình,Xã Bình Tân,2293400000.00%,(BTH) Lương Sơn,Shopee-Bulky,30-50kg,1
2026-07-24,NTB,Bình Thuận,Huyện Hàm Thuận Nam,Xã Tân Thành,2106700000.00%,(BTH) Tân Hải,Shopee-Bulky,30-50kg,3
2026-07-24,NTB,Bình Thuận,Huyện Đức Linh,Xã Đông Hà,2145600000.00%,(BTH) Đức Linh,Shopee-Bulky,30-50kg,1
2026-07-24,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Vĩnh Nguyên,2274600000.00%,(KHO) Nam Nha Trang 1,Shopee-Bulky,30-50kg,1
2026-07-24,NTB,Đắk Nông,Huyện Đắk Mil,Xã Đắk R'La,230900.00%,(DNO) Đức Lập,Shopee-Bulky,30-50kg,2
2026-07-24,NTB,Bình Thuận,Thành phố Phan Thiết,Phường Bình Hưng,2132000000.00%,(BTH) Phú Thủy,Shopee-Bulky,30-50kg,1
2026-07-24,NTB,Bình Thuận,Huyện đảo Phú Quý,Xã Long Hải,2245200000.00%,(BTH) Phú Quý,Shopee-Bulky,30-50kg,3
2026-07-24,NTB,Đắk Nông,Huyện Đắk Mil,Thị trấn Đắk Mil,230900.00%,(DNO) Đức Lập,Shopee-Bulky,30-50kg,3
2026-07-24,NTB,Lâm Đồng,Huyện Đơn Dương,Xã Ka Đô,2137700000.00%,(LDO) Đơn Dương,Shopee-Bulky,30-50kg,2
2026-07-24,NTB,Lâm Đồng,Huyện Đạ Huoai,Xã Đạ Lây,2066300000.00%,(LDO) Đạ Tẻh,SME,30-50kg,1
2026-07-24,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Phước Long,2274600000.00%,(KHO) Nam Nha Trang 1,Shopee-Bulky,30-50kg,1
2026-07-24,NTB,Đắk Nông,Huyện Tuy Đức,Xã Quảng Tân,2026900000.00%,(DNO) Kiến Đức,SME,30-50kg,1
2026-07-24,NTB,Bình Thuận,Huyện Hàm Thuận Nam,Xã Tân Thuận,2106700000.00%,(BTH) Tân Hải,Shopee-Bulky,30-50kg,1
2026-07-24,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam An Nam,2058800000.00%,(KHO) Cam Lâm 2,Shopee-Bulky,30-50kg,2
2026-07-24,NTB,Lâm Đồng,Huyện Đạ Huoai,Thị trấn Cát Tiên,2066900000.00%,(LDO) Cát Tiên,SME,30-50kg,1
2026-07-24,NTB,Lâm Đồng,Huyện Đơn Dương,Xã Lạc Lâm,2137700000.00%,(LDO) Đơn Dương,Shopee-Bulky,30-50kg,1
2026-07-24,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Bình,2054300000.00%,(KHO) Ninh Hòa 2,Shopee-Bulky,30-50kg,1
2026-07-24,NTB,Khánh Hòa,Thành phố Cam Ranh,Phường Cam Nghĩa,2147900000.00%,(KHO) Bắc Cam Ranh,Shopee-Bulky,30-50kg,1
2026-07-24,NTB,Lâm Đồng,Huyện Đơn Dương,Xã Tu Tra,2137700000.00%,(LDO) Đơn Dương,Shopee-Bulky,30-50kg,2
2026-07-24,NTB,Đắk Nông,Huyện Đắk Mil,Xã Đức Minh,230900.00%,(DNO) Đức Lập,Shopee-Bulky,30-50kg,1
2026-07-24,NTB,Ninh Thuận,Huyện Ninh Sơn,Xã Nhơn Sơn,2015000000.00%,(NTH) Bảo An,Shopee-Bulky,30-50kg,2
2026-07-24,NTB,Đắk Nông,Huyện Đắk R lấp,Thị trấn Kiến Đức,2026900000.00%,(DNO) Kiến Đức,SME,30-50kg,2
2026-07-24,NTB,Lâm Đồng,Huyện Đơn Dương,Thị trấn D'Ran,2137700000.00%,(LDO) Đơn Dương,SME,20-30kg,2
2026-07-24,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Đông,2054300000.00%,(KHO) Ninh Hòa 2,Khác,20-30kg,1
2026-07-24,NTB,Khánh Hòa,Huyện Vạn Ninh,Xã Vạn Bình,2104600000.00%,(KHO) Vạn Ninh,SME,20-30kg,2
2026-07-24,NTB,Bình Thuận,Huyện Hàm Thuận Bắc,Xã Hàm Đức,2248300000.00%,(BTH) Hàm Thuận,Shopee-Bulky,20-30kg,1
2026-07-24,NTB,Đắk Nông,Huyện Đắk R lấp,Xã Đắk Ru,2239400000.00%,(DNO) Quảng Tín,SME,20-30kg,1
2026-07-24,NTB,Bình Thuận,Thành phố Phan Thiết,Phường Phú Trinh,2139600000.00%,(BTH) Hàm Thắng,SME,20-30kg,1
2026-07-24,NTB,Lâm Đồng,Huyện Đơn Dương,Xã Ka Đô,2137700000.00%,(LDO) Đơn Dương,SME,20-30kg,1
2026-07-24,NTB,Bình Thuận,Huyện Tánh Linh,Xã Gia An,235700.00%,(BTH) Đồng Kho,Shopee-Bulky,20-30kg,1
2026-07-24,NTB,Lâm Đồng,Huyện Di Linh,Xã Đinh Lạc,2094200000.00%,(LDO) Di Linh,Khác,20-30kg,1
2026-07-24,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Phước Long,2274600000.00%,(KHO) Nam Nha Trang 1,SME,20-30kg,2
2026-07-24,NTB,Lâm Đồng,Huyện Đơn Dương,Xã Quảng Lập,2137700000.00%,(LDO) Đơn Dương,Shopee-Bulky,20-30kg,1
2026-07-24,NTB,Bình Thuận,Huyện Hàm Thuận Nam,Xã Thuận Quí,2106500000.00%,(BTH) Hàm Thuận Nam,SME,20-30kg,1
2026-07-24,NTB,Lâm Đồng,Huyện Đạ Huoai,Xã Bà Gia,189600.00%,(LDO) Đạ Huoai,Shopee-Bulky,20-30kg,1
2026-07-24,NTB,Bình Thuận,Huyện Hàm Thuận Bắc,Thị trấn Phú Long,2140300000.00%,(BTH) Hàm Liêm,Shopee-Bulky,20-30kg,1
2026-07-24,NTB,Bình Thuận,Huyện Đức Linh,Xã Mê Pu,2145600000.00%,(BTH) Đức Linh,Shopee-Bulky,20-30kg,1
2026-07-24,NTB,Lâm Đồng,Huyện Đạ Huoai,Thị trấn Đạ M'ri,189600.00%,(LDO) Đạ Huoai,Shopee-Bulky,20-30kg,1
2026-07-24,NTB,Lâm Đồng,Huyện Đức Trọng,Xã Hiệp An,2225500000.00%,(LDO) Hiệp Thạnh,SME,20-30kg,2
2026-07-24,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Ngọc Hiệp,2032000000.00%,(KHO) Tây Nha Trang,SME,20-30kg,1
2026-07-24,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam Phước Tây,2058800000.00%,(KHO) Cam Lâm 2,Shopee-Bulky,20-30kg,1
2026-07-24,NTB,Lâm Đồng,Huyện Đạ Huoai,Thị trấn Đạ Tẻh,2066300000.00%,(LDO) Đạ Tẻh,Shopee-Bulky,20-30kg,1
2026-07-24,NTB,Khánh Hòa,Thành phố Nha Trang,Xã Phước Đồng,250200.00%,(KHO) Nam Nha Trang 5,Shopee-Bulky,20-30kg,1
2026-07-24,NTB,Ninh Thuận,Huyện Bác Ái,Xã Phước Bình,2031600000.00%,(NTH) Ninh Sơn,Shopee-Bulky,20-30kg,1
2026-07-24,NTB,Lâm Đồng,Huyện Di Linh,Xã Tân Châu,2094200000.00%,(LDO) Di Linh,Shopee-Bulky,20-30kg,1
2026-07-24,NTB,Đắk Nông,Huyện Cư Jút,Xã Đắk DRông,2067300000.00%,(DNO) Cư Jút,Shopee-Bulky,20-30kg,1
2026-07-24,NTB,Khánh Hòa,Huyện Vạn Ninh,Xã Vạn Thắng,2172200000.00%,(KHO) Tu Bông,Shopee-Bulky,20-30kg,1
2026-07-24,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Lộc Thọ,2049500000.00%,(KHO) Nha Trang,Shopee-Bulky,20-30kg,1
2026-07-24,NTB,Lâm Đồng,Thành phố Đà Lạt,Phường 6,2168700000.00%,(LDO) Lang Biang - Đà Lạt 2,SME,20-30kg,1
2026-07-24,NTB,Đắk Nông,Huyện Cư Jút,Xã Ea Pô,2067300000.00%,(DNO) Cư Jút,SME,20-30kg,2
2026-07-24,NTB,Đắk Nông,Huyện Đắk Mil,Xã Thuận An,230900.00%,(DNO) Đức Lập,Shopee-Bulky,20-30kg,1
2026-07-24,NTB,Đắk Nông,Huyện Đắk R lấp,Xã Nghĩa Thắng,2026900000.00%,(DNO) Kiến Đức,Shopee-Bulky,20-30kg,1
2026-07-24,NTB,Ninh Thuận,Huyện Thuận Nam,Xã Phước Dinh,2049900000.00%,(NTH) Phước Dinh,SME,20-30kg,2
2026-07-24,NTB,Ninh Thuận,Huyện Ninh Phước,Xã Phước Vinh,2049900000.00%,(NTH) Phước Dinh,Shopee-Bulky,20-30kg,1
2026-07-24,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Vạn Thạnh,2049500000.00%,(KHO) Nha Trang,Shopee-Bulky,20-30kg,3
2026-07-24,NTB,Đắk Nông,Huyện Cư Jút,Xã Tâm Thắng,2067300000.00%,(DNO) Cư Jút,Shopee-Bulky,20-30kg,1
2026-07-24,NTB,Đắk Nông,Huyện Cư Jút,Xã Cư Knia,2067300000.00%,(DNO) Cư Jút,Shopee-Bulky,20-30kg,1
2026-07-24,NTB,Khánh Hòa,Thành phố Cam Ranh,Phường Cam Phúc Bắc,2147900000.00%,(KHO) Bắc Cam Ranh,SME,20-30kg,1
2026-07-24,NTB,Khánh Hòa,Huyện Khánh Vĩnh,Thị trấn Khánh Vĩnh,2055800000.00%,(KHO) Khánh Vĩnh,SME,20-30kg,1
2026-07-24,NTB,Lâm Đồng,Huyện Đạ Huoai,Xã Ma Đa Guôi,189600.00%,(LDO) Đạ Huoai,SME,20-30kg,1
2026-07-24,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam Hải Đông,2058800000.00%,(KHO) Cam Lâm 2,Shopee-Bulky,20-30kg,1
2026-07-24,NTB,Ninh Thuận,Huyện Ninh Sơn,Xã Lâm Sơn,2031600000.00%,(NTH) Ninh Sơn,Khác,20-30kg,1
2026-07-24,NTB,Lâm Đồng,Huyện Đạ Huoai,Thị trấn Ma Đa Guôi,189600.00%,(LDO) Đạ Huoai,SME,20-30kg,4
2026-07-24,NTB,Bình Thuận,Huyện Hàm Thuận Bắc,Thị trấn Ma Lâm,2248300000.00%,(BTH) Hàm Thuận,SME,20-30kg,1
2026-07-24,NTB,Bình Thuận,Thành phố Phan Thiết,Phường Bình Hưng,2132000000.00%,(BTH) Phú Thủy,Shopee-Bulky,20-30kg,4
2026-07-24,NTB,Bình Thuận,Thành phố Phan Thiết,Xã Tiến Lợi,2129000000.00%,(BTH) Tuyên Quang,Shopee-Bulky,20-30kg,1
2026-07-24,NTB,Bình Thuận,Huyện Hàm Thuận Bắc,Xã Hàm Liêm,2140300000.00%,(BTH) Hàm Liêm,SME,20-30kg,1
2026-07-24,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Phước Long,2236300000.00%,(KHO) Nam Nha Trang 3,SME,20-30kg,1
2026-07-24,NTB,Lâm Đồng,Huyện Di Linh,Xã Hòa Nam,2275900000.00%,(LDO) Hòa Ninh,SME,20-30kg,3
2026-07-24,NTB,Lâm Đồng,Huyện Lạc Dương,Xã Đạ Chais,2205100000.00%,(LDO) Lang Biang - Đà Lạt 1,Shopee-Bulky,20-30kg,2
2026-07-24,NTB,Bình Thuận,Huyện Bắc Bình,Xã Sông Lũy,2293400000.00%,(BTH) Lương Sơn,Shopee-Bulky,20-30kg,1
2026-07-24,NTB,Lâm Đồng,Huyện Đức Trọng,Thị trấn Liên Nghĩa,2151600000.00%,(LDO) Đức Trọng 2,SME,20-30kg,5
2026-07-24,HNO,Hà Nội,Huyện Thường Tín,Xã Nghiêm Xuyên,2236300000.00%,(KHO) Nam Nha Trang 3,Khác,20-30kg,1
2026-07-24,NTB,Lâm Đồng,Huyện Đạ Huoai,Thị trấn Đạ Tẻh,2066300000.00%,(LDO) Đạ Tẻh,SME,20-30kg,2
2026-07-24,NTB,Lâm Đồng,Thành phố Đà Lạt,Phường 7,2205100000.00%,(LDO) Lang Biang - Đà Lạt 1,SME,20-30kg,1
2026-07-24,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Tân,2054300000.00%,(KHO) Ninh Hòa 2,SME,20-30kg,1
2026-07-24,NTB,Bình Thuận,Huyện Hàm Thuận Nam,Xã Thuận Quí,2106500000.00%,(BTH) Hàm Thuận Nam,Shopee-Bulky,20-30kg,1
2026-07-24,NTB,Đắk Nông,Huyện Đắk Mil,Thị trấn Đắk Mil,230900.00%,(DNO) Đức Lập,SME,20-30kg,1
2026-07-24,NTB,Đắk Nông,Huyện Đắk Glong,Xã Đắk R'Măng,2115000000.00%,(DNO) Quảng Sơn,SME,20-30kg,4
2026-07-24,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Phước Hải,2236300000.00%,(KHO) Nam Nha Trang 3,SME,20-30kg,1
2026-07-24,NTB,Đắk Nông,Huyện Đắk Mil,Xã Đắk Lao,230900.00%,(DNO) Đức Lập,SME,20-30kg,1
2026-07-24,NTB,Bình Thuận,Huyện Đức Linh,Xã Sùng Nhơn,2145600000.00%,(BTH) Đức Linh,Shopee-Bulky,20-30kg,1
2026-07-24,NTB,Lâm Đồng,Huyện Đạ Huoai,Thị trấn Đạ M'ri,189600.00%,(LDO) Đạ Huoai,TTS-nhỏ,20-30kg,1
2026-07-24,NTB,Khánh Hòa,Huyện Diên Khánh,Xã Diên Điền,2014300000.00%,(KHO) Diên Khánh 2,Shopee-Bulky,20-30kg,1
2026-07-24,NTB,Đắk Nông,Huyện Đắk Mil,Xã Thuận An,230900.00%,(DNO) Đức Lập,Khác,20-30kg,1
2026-07-24,NTB,Lâm Đồng,Huyện Đạ Huoai,Xã Đạ Lây,2066300000.00%,(LDO) Đạ Tẻh,SME,20-30kg,1
2026-07-24,NTB,Ninh Thuận,Huyện Bác Ái,Xã Phước Tiến,2031600000.00%,(NTH) Ninh Sơn,Shopee-Bulky,20-30kg,1
2026-07-24,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Phước Hải,2236300000.00%,(KHO) Nam Nha Trang 3,Shopee-Bulky,20-30kg,7
2026-07-24,NTB,Lâm Đồng,Huyện Bảo Lâm,Xã Lộc An,2168800000.00%,(LDO) 1 Bảo Lộc,SME,20-30kg,1
2026-07-24,NTB,Lâm Đồng,Huyện Đam Rông,Xã Đạ K' Nàng,2067000000.00%,(LDO) Đam Rông 3,SME,20-30kg,1
2026-07-24,NTB,Lâm Đồng,Huyện Bảo Lâm,Xã Lộc Tân,2146800000.00%,(LDO) 3 Bảo Lộc,Shopee-Bulky,20-30kg,1
2026-07-24,NTB,Bình Thuận,Huyện Hàm Thuận Bắc,Thị trấn Ma Lâm,2248300000.00%,(BTH) Hàm Thuận,Shopee-Bulky,20-30kg,4
2026-07-24,NTB,Lâm Đồng,Huyện Đơn Dương,Xã Ka Đô,2137700000.00%,(LDO) Đơn Dương,Shopee-Bulky,20-30kg,1
2026-07-24,NTB,Khánh Hòa,Huyện Vạn Ninh,Xã Vạn Phú,2104600000.00%,(KHO) Vạn Ninh,Shopee-Bulky,20-30kg,1
2026-07-24,NTB,Bình Thuận,Huyện Hàm Thuận Nam,Xã Hàm Kiệm,2129000000.00%,(BTH) Tuyên Quang,SME,20-30kg,1
2026-07-24,NTB,Lâm Đồng,Huyện Đạ Tẻh,Xã Đạ Lây,2066300000.00%,(LDO) Đạ Tẻh,SME,20-30kg,1
2026-07-24,NTB,Bình Thuận,Huyện Đức Linh,Xã Đa Kai,2145600000.00%,(BTH) Đức Linh,Shopee-Bulky,20-30kg,1
2026-07-24,NTB,Bình Thuận,Huyện Hàm Tân,Xã Sơn Mỹ,2159400000.00%,(BTH) Phước Hội,Shopee-Bulky,20-30kg,1
2026-07-24,NTB,Bình Thuận,Huyện Tánh Linh,Thị trấn Lạc Tánh,235700.00%,(BTH) Đồng Kho,Shopee-Bulky,20-30kg,1
2026-07-24,NTB,Đắk Nông,Huyện Cư Jút,Xã Nam Dong,2067300000.00%,(DNO) Cư Jút,Shopee-Bulky,20-30kg,1
2026-07-24,NTB,Bình Thuận,Huyện Đức Linh,Xã Nam Chính,2145600000.00%,(BTH) Đức Linh,Shopee-Bulky,20-30kg,2
2026-07-24,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Bình,2054300000.00%,(KHO) Ninh Hòa 2,Shopee-Bulky,20-30kg,1
2026-07-24,NTB,Đắk Nông,Huyện Đắk Song,Xã Nam Bình,2147700000.00%,(DNO) Đức An,Shopee-Bulky,20-30kg,1
2026-07-24,NTB,Bình Thuận,Huyện Hàm Tân,Xã Tân Thắng,2159400000.00%,(BTH) Phước Hội,Shopee-Bulky,20-30kg,1
2026-07-24,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Vĩnh Hải,239900.00%,(KHO) Bắc Nha Trang,Khác,20-30kg,1
2026-07-24,NTB,Lâm Đồng,Huyện Bảo Lâm,Xã Lộc Nam,2301500000.00%,(LDO) Bảo Lâm 3,Shopee-Bulky,20-30kg,1
2026-07-24,NTB,Đắk Nông,Huyện Tuy Đức,Xã Đắk Ngo,2239400000.00%,(DNO) Quảng Tín,SME,20-30kg,1
2026-07-24,NTB,Lâm Đồng,Huyện Đạ Huoai,Xã Đạ Oai,189600.00%,(LDO) Đạ Huoai,SME,20-30kg,5
2026-07-24,NTB,Lâm Đồng,Huyện Đam Rông,Xã Đạ K' Nàng,2067000000.00%,(LDO) Đam Rông 3,Khác,20-30kg,1
2026-07-24,NTB,Đắk Nông,Huyện Krông Nô,Xã Nâm Nung,2059100000.00%,(DNO) Krông Nô,Shopee-Bulky,20-30kg,1
2026-07-24,NTB,Khánh Hòa,Thị xã Ninh Hòa,Phường Ninh Hiệp,2054300000.00%,(KHO) Ninh Hòa 2,Shopee-Bulky,20-30kg,4
2026-07-24,NTB,Ninh Thuận,Huyện Ninh Hải,Xã Phương Hải,2064800000.00%,(NTH) Ninh Chử,SME,20-30kg,1
2026-07-24,NTB,Đắk Nông,Huyện Đắk R lấp,Xã Đắk Sin,2239400000.00%,(DNO) Quảng Tín,Shopee-Bulky,20-30kg,2
2026-07-24,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Phước Long,2274600000.00%,(KHO) Nam Nha Trang 1,Shopee-Bulky,20-30kg,1
2026-07-24,NTB,Khánh Hòa,Thành phố Nha Trang,Xã Vĩnh Trung,2277400000.00%,(KHO) Diên Khánh 1,Shopee-Bulky,20-30kg,1
2026-07-24,NTB,Lâm Đồng,Huyện Đạ Huoai,Xã Gia Viễn,2066900000.00%,(LDO) Cát Tiên,Shopee-Bulky,20-30kg,1
2026-07-24,NTB,Bình Thuận,Huyện Đức Linh,Xã Đa Kai,2145600000.00%,(BTH) Đức Linh,SME,20-30kg,1
2026-07-24,NTB,Ninh Thuận,Huyện Ninh Hải,Xã Xuân Hải,2064800000.00%,(NTH) Ninh Chử,Shopee-Bulky,20-30kg,1
2026-07-24,NTB,Ninh Thuận,Huyện Ninh Phước,Xã Phước Sơn,2049900000.00%,(NTH) Phước Dinh,Shopee-Bulky,20-30kg,1
2026-07-24,NTB,Đắk Nông,Huyện Cư Jút,Thị trấn Ea T'Ling,2067300000.00%,(DNO) Cư Jút,SME,20-30kg,6
2026-07-24,NTB,Đắk Nông,Huyện Đắk Song,Xã Thuận Hạnh,2147700000.00%,(DNO) Đức An,Shopee-Bulky,20-30kg,1
2026-07-24,NTB,Ninh Thuận,Huyện Ninh Sơn,Xã Quảng Sơn,2031600000.00%,(NTH) Ninh Sơn,Shopee-Bulky,20-30kg,1
2026-07-24,NTB,Lâm Đồng,Huyện Đạ Huoai,Xã Quảng Trị,2066300000.00%,(LDO) Đạ Tẻh,SME,20-30kg,1
2026-07-24,NTB,Đắk Nông,Thành phố Gia Nghĩa,Xã Đắk Nia,2204800000.00%,(DNO) Đông Gia Nghĩa,Shopee-Bulky,20-30kg,1
2026-07-24,NTB,Bình Thuận,Huyện Đức Linh,Xã Đông Hà,2145600000.00%,(BTH) Đức Linh,Shopee-Bulky,20-30kg,4
2026-07-24,NTB,Khánh Hòa,Huyện Diên Khánh,Xã Diên Phú,2014300000.00%,(KHO) Diên Khánh 2,Shopee-Bulky,20-30kg,1
2026-07-24,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Suối Cát,2133100000.00%,(KHO) Cam Lâm 1,SME,20-30kg,1
2026-07-24,NTB,Bình Thuận,Huyện đảo Phú Quý,Xã Ngũ Phụng,2245200000.00%,(BTH) Phú Quý,Shopee-Bulky,20-30kg,3
2026-07-24,NTB,Khánh Hòa,Thành phố Nha Trang,Xã Vĩnh Ngọc,2032000000.00%,(KHO) Tây Nha Trang,Shopee-Bulky,20-30kg,4
2026-07-24,NTB,Khánh Hòa,Thành phố Nha Trang,Xã Vĩnh Hiệp,2032000000.00%,(KHO) Tây Nha Trang,Shopee-Bulky,20-30kg,2
2026-07-24,NTB,Bình Thuận,Huyện Hàm Thuận Bắc,Thị trấn Phú Long,2140300000.00%,(BTH) Hàm Liêm,SME,20-30kg,1
2026-07-24,NTB,Đắk Nông,Huyện Đắk Song,Xã Trường Xuân,2208600000.00%,(DNO) Trường Xuân,Shopee-Bulky,20-30kg,2
2026-07-24,NTB,Ninh Thuận,Huyện Ninh Phước,Xã Phước Sơn,2049900000.00%,(NTH) Phước Dinh,SME,20-30kg,1
2026-07-24,NTB,Khánh Hòa,Thị xã Ninh Hòa,Phường Ninh Diêm,2156900000.00%,(KHO) Đông Ninh Hòa,Shopee-Bulky,20-30kg,1
2026-07-24,NTB,Bình Thuận,Huyện Tánh Linh,Xã Bắc Ruộng,235700.00%,(BTH) Đồng Kho,Shopee-Bulky,20-30kg,1
2026-07-24,NTB,Bình Thuận,Huyện Hàm Thuận Nam,Xã Hàm Mỹ,2129000000.00%,(BTH) Tuyên Quang,Shopee-Bulky,20-30kg,2
2026-07-24,NTB,Khánh Hòa,Thành phố Nha Trang,Xã Vĩnh Thái,2236300000.00%,(KHO) Nam Nha Trang 3,Shopee-Bulky,20-30kg,2
2026-07-24,NTB,Khánh Hòa,Thành phố Cam Ranh,Phường Cam Nghĩa,2147900000.00%,(KHO) Bắc Cam Ranh,SME,20-30kg,1
2026-07-24,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Phương Sài,2270400000.00%,(KHO) Nam Nha Trang 2,SME,20-30kg,1
2026-07-24,NTB,Lâm Đồng,Huyện Đạ Huoai,Xã An Nhơn,2066300000.00%,(LDO) Đạ Tẻh,SME,20-30kg,1
2026-07-24,NTB,Bình Thuận,Huyện Hàm Thuận Nam,Xã Hàm Kiệm,2129000000.00%,(BTH) Tuyên Quang,Shopee-Bulky,20-30kg,2
2026-07-24,NTB,Lâm Đồng,Thành phố Đà Lạt,Xã Xuân Thọ,2211600000.00%,(LDO) Xuân Trường - Đà Lạt,Shopee-Bulky,20-30kg,1
2026-07-24,NTB,Khánh Hòa,Huyện Vạn Ninh,Xã Đại Lãnh,2172200000.00%,(KHO) Tu Bông,Shopee-Bulky,20-30kg,1
2026-07-24,NTB,Khánh Hòa,Thành phố Nha Trang,Xã Vĩnh Thái,2236300000.00%,(KHO) Nam Nha Trang 3,SME,20-30kg,2
