hen_lay,region_shortname,province_name,district_name,ward_name,deliver_warehouse_id,warehouse_name,nhom_kh,nhom_kl,so_don
2026-07-29,NTB,Bình Thuận,Huyện Bắc Bình,Xã Bình Tân,2293400000.00%,(BTH) Lương Sơn,Shopee-Bulky,20-30kg,3
2026-07-29,NTB,Bình Thuận,Huyện Hàm Thuận Bắc,Xã Hàm Chính,2140300000.00%,(BTH) Hàm Liêm,Shopee-Bulky,20-30kg,4
2026-07-29,NTB,Đắk Nông,Huyện Đắk Mil,Thị trấn Đắk Mil,230900.00%,(DNO) Đức Lập,Shopee-Bulky,20-30kg,2
2026-07-29,NTB,Đắk Nông,Huyện Đắk Mil,Xã Đắk Lao,230900.00%,(DNO) Đức Lập,Shopee-Bulky,20-30kg,1
2026-07-29,NTB,Bình Thuận,Huyện Bắc Bình,Xã Sông Lũy,2293400000.00%,(BTH) Lương Sơn,SME,20-30kg,1
2026-07-29,NTB,Ninh Thuận,Huyện Ninh Sơn,Xã Nhơn Sơn,2015000000.00%,(NTH) Bảo An,SME,20-30kg,1
2026-07-29,NTB,Đắk Nông,Huyện Đắk Mil,Xã Đắk Lao,230900.00%,(DNO) Đức Lập,SME,20-30kg,1
2026-07-29,NTB,Bình Thuận,Huyện Tánh Linh,Xã Huy Khiêm,235700.00%,(BTH) Đồng Kho,Shopee-Bulky,20-30kg,1
2026-07-29,NTB,Bình Thuận,Huyện Hàm Tân,Xã Tân Thắng,2159400000.00%,(BTH) Phước Hội,Shopee-Bulky,20-30kg,1
2026-07-29,NTB,Bình Thuận,Thành phố Phan Thiết,Phường Phú Thủy,2132000000.00%,(BTH) Phú Thủy,TTS-nhỏ,20-30kg,1
2026-07-29,NTB,Đắk Nông,Huyện Đắk Song,Xã Nam Bình,2147700000.00%,(DNO) Đức An,Shopee-Bulky,20-30kg,1
2026-07-29,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam Tân,2133100000.00%,(KHO) Cam Lâm 1,SME,20-30kg,1
2026-07-29,NTB,Lâm Đồng,Thành phố Đà Lạt,Phường 1,2168700000.00%,(LDO) Lang Biang - Đà Lạt 2,Shopee-Bulky,20-30kg,2
2026-07-29,NTB,Lâm Đồng,Huyện Đam Rông,Xã Đạ Tông,2067000000.00%,(LDO) Đam Rông 3,Shopee-Bulky,20-30kg,2
2026-07-29,NTB,Ninh Thuận,Huyện Ninh Sơn,Xã Quảng Sơn,2031600000.00%,(NTH) Ninh Sơn,Shopee-Bulky,20-30kg,1
2026-07-29,NTB,Bình Thuận,Thành phố Phan Thiết,Phường Phú Thủy,2132000000.00%,(BTH) Phú Thủy,Shopee-Bulky,20-30kg,11
2026-07-29,NTB,Bình Thuận,Huyện Tánh Linh,Xã Nghị Đức,235700.00%,(BTH) Đồng Kho,Shopee-Bulky,20-30kg,1
2026-07-29,NTB,Lâm Đồng,Thành phố Đà Lạt,Phường 6,2168700000.00%,(LDO) Lang Biang - Đà Lạt 2,Shopee-Bulky,20-30kg,9
2026-07-29,NTB,Bình Thuận,Huyện Tánh Linh,Thị trấn Lạc Tánh,235700.00%,(BTH) Đồng Kho,Shopee-Bulky,20-30kg,2
2026-07-29,NTB,Lâm Đồng,Thành phố Đà Lạt,Phường 2,2168700000.00%,(LDO) Lang Biang - Đà Lạt 2,Shopee-Bulky,20-30kg,8
2026-07-29,NTB,Khánh Hòa,Huyện Diên Khánh,Xã Diên An,2277400000.00%,(KHO) Diên Khánh 1,Shopee-Bulky,20-30kg,1
2026-07-29,NTB,Bình Thuận,Thành phố Phan Thiết,Phường Phú Hài,2132000000.00%,(BTH) Phú Thủy,SME,20-30kg,1
2026-07-29,NTB,Đắk Nông,Huyện Đắk Song,Thị trấn Đức An,2147700000.00%,(DNO) Đức An,Shopee-Bulky,20-30kg,1
2026-07-29,NTB,Lâm Đồng,Huyện Đức Trọng,Thị trấn Liên Nghĩa,2151600000.00%,(LDO) Đức Trọng 2,Shopee-Bulky,20-30kg,7
2026-07-29,NTB,Ninh Thuận,Huyện Ninh Sơn,Thị trấn Tân Sơn,2031600000.00%,(NTH) Ninh Sơn,Shopee-Bulky,20-30kg,1
2026-07-29,NTB,Lâm Đồng,Thành phố Bảo Lộc,Xã Đạm Bri,2146800000.00%,(LDO) 3 Bảo Lộc,Shopee-Bulky,20-30kg,1
2026-07-29,NTB,Bình Thuận,Thành phố Phan Thiết,Phường Xuân An,2132000000.00%,(BTH) Phú Thủy,Shopee-Bulky,20-30kg,4
2026-07-29,NTB,Bình Thuận,Huyện Hàm Thuận Nam,Xã Tân Lập,2068700000.00%,(BTH) Hàm Tân,Khác,20-30kg,1
2026-07-29,NTB,Bình Thuận,Huyện Hàm Thuận Nam,Xã Tân Lập,2068700000.00%,(BTH) Hàm Tân,Shopee-Bulky,20-30kg,1
2026-07-29,NTB,Lâm Đồng,Huyện Lâm Hà,Xã Phú Sơn,2129400000.00%,(LDO) Đinh Văn Lâm Hà,SME,20-30kg,1
2026-07-29,NTB,Khánh Hòa,Thành phố Nha Trang,Xã Phước Đồng,250200.00%,(KHO) Nam Nha Trang 5,Shopee-Bulky,20-30kg,2
2026-07-29,NTB,Lâm Đồng,Thành phố Đà Lạt,Phường 1,2168700000.00%,(LDO) Lang Biang - Đà Lạt 2,SME,20-30kg,1
2026-07-29,NTB,Đắk Nông,Huyện Đắk Song,Xã Trường Xuân,2208600000.00%,(DNO) Trường Xuân,Shopee-Bulky,20-30kg,2
2026-07-29,NTB,Đắk Nông,Huyện Đắk Song,Xã Thuận Hà,2147700000.00%,(DNO) Đức An,Shopee-Bulky,20-30kg,2
2026-07-29,NTB,Ninh Thuận,Huyện Bác Ái,Xã Phước Đại,2031600000.00%,(NTH) Ninh Sơn,SME,20-30kg,1
2026-07-29,NTB,Lâm Đồng,Thành phố Đà Lạt,Phường 11,2211600000.00%,(LDO) Xuân Trường - Đà Lạt,Shopee-Bulky,20-30kg,6
2026-07-29,NTB,Lâm Đồng,Huyện Đức Trọng,Xã Ninh Loan,2084900000.00%,(LDO) Ninh Gia,Shopee-Bulky,20-30kg,1
2026-07-29,NTB,Đắk Nông,Huyện Tuy Đức,Xã Quảng Tân,2026900000.00%,(DNO) Kiến Đức,Shopee-Bulky,20-30kg,1
2026-07-29,NTB,Bình Thuận,Huyện Hàm Thuận Nam,Xã Tân Lập,2068700000.00%,(BTH) Hàm Tân,SME,20-30kg,1
2026-07-29,NTB,Bình Thuận,Thành phố Phan Thiết,Phường Thanh Hải,2132000000.00%,(BTH) Phú Thủy,Shopee-Bulky,20-30kg,2
2026-07-29,NTB,Bình Thuận,Thành phố Phan Thiết,Phường Bình Hưng,2132000000.00%,(BTH) Phú Thủy,Shopee-Bulky,20-30kg,3
2026-07-29,NTB,Ninh Thuận,Huyện Bác Ái,Xã Phước Bình,2031600000.00%,(NTH) Ninh Sơn,Shopee-Bulky,20-30kg,1
2026-07-29,NTB,Đắk Nông,Huyện Đắk Song,Xã Thuận Hà,2147700000.00%,(DNO) Đức An,SME,20-30kg,1
2026-07-29,NTB,Lâm Đồng,Huyện Bảo Lâm,Xã Lộc Ngãi,2222200000.00%,(LDO) Bảo Lâm 1,SME,20-30kg,8
2026-07-29,NTB,Lâm Đồng,Huyện Lâm Hà,Xã Phú Sơn,2129400000.00%,(LDO) Đinh Văn Lâm Hà,Shopee-Bulky,20-30kg,1
2026-07-29,NTB,Bình Thuận,Thành phố Phan Thiết,Phường Phú Hài,2132000000.00%,(BTH) Phú Thủy,Shopee-Bulky,20-30kg,3
2026-07-29,NTB,Lâm Đồng,Huyện Lâm Hà,Thị trấn Đinh Văn,2129400000.00%,(LDO) Đinh Văn Lâm Hà,Shopee-Bulky,20-30kg,7
2026-07-29,NTB,Khánh Hòa,Thành phố Nha Trang,Xã Vĩnh Ngọc,2032000000.00%,(KHO) Tây Nha Trang,SME,20-30kg,1
2026-07-29,NTB,Bình Thuận,Huyện Hàm Thuận Bắc,Xã Hàm Đức,2248300000.00%,(BTH) Hàm Thuận,Khác,20-30kg,1
2026-07-29,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Vĩnh Phước,2032000000.00%,(KHO) Tây Nha Trang,SME,20-30kg,1
2026-07-29,NTB,Lâm Đồng,Huyện Đức Trọng,Xã Đà Loan,2084900000.00%,(LDO) Ninh Gia,Shopee-Bulky,20-30kg,1
2026-07-29,NTB,Khánh Hòa,Thành phố Nha Trang,Xã Vĩnh Ngọc,2032000000.00%,(KHO) Tây Nha Trang,Shopee-Bulky,20-30kg,2
2026-07-29,NTB,Khánh Hòa,Thành phố Nha Trang,Xã Vĩnh Thạnh,2277400000.00%,(KHO) Diên Khánh 1,Shopee-Bulky,20-30kg,2
2026-07-29,NTB,Lâm Đồng,Huyện Đức Trọng,Xã Đà Loan,2084900000.00%,(LDO) Ninh Gia,SME,20-30kg,1
2026-07-29,NTB,Bình Thuận,Huyện Hàm Thuận Bắc,Xã Đông Tiến,2248300000.00%,(BTH) Hàm Thuận,Shopee-Bulky,20-30kg,1
2026-07-29,NTB,Bình Thuận,Huyện Hàm Thuận Bắc,Xã Hồng Sơn,2248300000.00%,(BTH) Hàm Thuận,Shopee-Bulky,20-30kg,1
2026-07-29,NTB,Bình Thuận,Thành phố Phan Thiết,Phường Phú Thủy,2132000000.00%,(BTH) Phú Thủy,SME,20-30kg,1
2026-07-29,NTB,Bình Thuận,Huyện Hàm Thuận Bắc,Xã La Dạ,2248300000.00%,(BTH) Hàm Thuận,SME,20-30kg,1
2026-07-29,NTB,Lâm Đồng,Huyện Lâm Hà,Thị trấn Đinh Văn,2129400000.00%,(LDO) Đinh Văn Lâm Hà,SME,20-30kg,1
2026-07-29,NTB,Đắk Nông,Huyện Đắk Song,Xã Nâm N'Jang,2208600000.00%,(DNO) Trường Xuân,Shopee-Bulky,20-30kg,1
2026-07-29,NTB,Lâm Đồng,Thành phố Đà Lạt,Xã Trạm Hành,2211600000.00%,(LDO) Xuân Trường - Đà Lạt,Shopee-Bulky,20-30kg,1
2026-07-29,NTB,Khánh Hòa,Thành phố Nha Trang,Xã Phước Đồng,250200.00%,(KHO) Nam Nha Trang 5,Khác,20-30kg,1
2026-07-29,NTB,Bình Thuận,Huyện Hàm Thuận Bắc,Xã Đa Mi,2248300000.00%,(BTH) Hàm Thuận,SME,20-30kg,1
2026-07-29,NTB,Lâm Đồng,Huyện Lâm Hà,Xã Tân Văn,2129400000.00%,(LDO) Đinh Văn Lâm Hà,Shopee-Bulky,20-30kg,1
2026-07-29,NTB,Lâm Đồng,Huyện Bảo Lâm,Xã Lộc Quảng,2222200000.00%,(LDO) Bảo Lâm 1,Shopee-Bulky,20-30kg,2
2026-07-29,NTB,Đắk Nông,Huyện Đắk Song,Xã Đắk N'Dung,2208600000.00%,(DNO) Trường Xuân,Shopee-Bulky,20-30kg,2
2026-07-29,NTB,Lâm Đồng,Huyện Đức Trọng,Xã Ninh Gia,2084900000.00%,(LDO) Ninh Gia,Shopee-Bulky,20-30kg,1
2026-07-29,NTB,Khánh Hòa,Thành phố Nha Trang,Xã Vĩnh Hiệp,2032000000.00%,(KHO) Tây Nha Trang,SME,20-30kg,1
2026-07-29,NTB,Bình Thuận,Huyện Hàm Thuận Bắc,Xã La Dạ,2248300000.00%,(BTH) Hàm Thuận,Shopee-Bulky,20-30kg,3
2026-07-29,NTB,Lâm Đồng,Huyện Di Linh,Xã Tân Châu,2094200000.00%,(LDO) Di Linh,Shopee-Bulky,20-30kg,1
2026-07-29,NTB,Ninh Thuận,Huyện Ninh Sơn,Xã Lâm Sơn,2031600000.00%,(NTH) Ninh Sơn,Shopee-Bulky,20-30kg,1
2026-07-29,NTB,Lâm Đồng,Thành phố Đà Lạt,Phường 2,2168700000.00%,(LDO) Lang Biang - Đà Lạt 2,SME,20-30kg,1
2026-07-29,NTB,Lâm Đồng,Thành phố Đà Lạt,Xã Xuân Thọ,2211600000.00%,(LDO) Xuân Trường - Đà Lạt,Shopee-Bulky,20-30kg,2
2026-07-29,NTB,Ninh Thuận,Huyện Ninh Sơn,Thị trấn Tân Sơn,2031600000.00%,(NTH) Ninh Sơn,SME,20-30kg,1
2026-07-29,NTB,Lâm Đồng,Thành phố Đà Lạt,Phường 12,2231200000.00%,(LDO) Lâm Viên - Đà Lạt 1,Shopee-Bulky,20-30kg,2
2026-07-29,NTB,Khánh Hòa,Thành phố Nha Trang,Xã Vĩnh Hiệp,2032000000.00%,(KHO) Tây Nha Trang,Shopee-Bulky,20-30kg,4
2026-07-29,NTB,Ninh Thuận,Huyện Bác Ái,Xã Phước Trung,2031600000.00%,(NTH) Ninh Sơn,Shopee-Bulky,20-30kg,1
2026-07-29,NTB,Bình Thuận,Thành phố Phan Thiết,Phường Xuân An,2132000000.00%,(BTH) Phú Thủy,SME,20-30kg,1
2026-07-29,NTB,Bình Thuận,Huyện Hàm Thuận Bắc,Xã Hàm Đức,2248300000.00%,(BTH) Hàm Thuận,SME,20-30kg,3
2026-07-29,NTB,Lâm Đồng,Thành phố Đà Lạt,Phường 4,2112600000.00%,(LDO) Xuân Hương - Đà Lạt,SME,20-30kg,2
2026-07-29,NTB,Lâm Đồng,Huyện Bảo Lâm,Thị trấn Lộc Thắng,2222200000.00%,(LDO) Bảo Lâm 1,SME,20-30kg,1
2026-07-29,NTB,Đắk Nông,Huyện Đắk Glong,Xã Quảng Sơn,2115000000.00%,(DNO) Quảng Sơn,Shopee-Bulky,20-30kg,3
2026-07-29,NTB,Lâm Đồng,Huyện Đạ Huoai,Thị trấn Đạ M'ri,189600.00%,(LDO) Đạ Huoai,Shopee-Bulky,20-30kg,1
2026-07-29,NTB,Khánh Hòa,Thành phố Nha Trang,Xã Vĩnh Thạnh,2277400000.00%,(KHO) Diên Khánh 1,Khác,20-30kg,1
2026-07-29,NTB,Lâm Đồng,Thành phố Đà Lạt,Phường 5,2168700000.00%,(LDO) Lang Biang - Đà Lạt 2,Shopee-Bulky,20-30kg,7
2026-07-29,NTB,Đắk Nông,Huyện Tuy Đức,Xã Đắk Ngo,2239400000.00%,(DNO) Quảng Tín,Shopee-Bulky,20-30kg,1
2026-07-29,NTB,Đắk Nông,Huyện Tuy Đức,Xã Đắk Ngo,2239400000.00%,(DNO) Quảng Tín,SME,20-30kg,1
2026-07-29,NTB,Bình Thuận,Thành phố Phan Thiết,Phường Hàm Tiến,2014400000.00%,(BTH) Mũi Né,Shopee-Bulky,20-30kg,5
2026-07-29,NTB,Khánh Hòa,Huyện Diên Khánh,Xã Diên Lâm,2279300000.00%,(KHO) Diên Thọ,Shopee-Bulky,20-30kg,1
2026-07-29,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Phước Hải,2236300000.00%,(KHO) Nam Nha Trang 3,Shopee-Bulky,20-30kg,13
2026-07-29,NTB,Khánh Hòa,Huyện Vạn Ninh,Xã Đại Lãnh,2172200000.00%,(KHO) Tu Bông,Shopee-Bulky,20-30kg,1
2026-07-29,NTB,Khánh Hòa,Thị xã Ninh Hòa,Phường Ninh Hải,2156900000.00%,(KHO) Đông Ninh Hòa,Shopee-Bulky,20-30kg,2
2026-07-29,NTB,Khánh Hòa,Thành phố Nha Trang,Xã Vĩnh Thái,2236300000.00%,(KHO) Nam Nha Trang 3,SME,20-30kg,3
2026-07-29,NTB,Khánh Hòa,Thị xã Ninh Hòa,Phường Ninh Thủy,2156900000.00%,(KHO) Đông Ninh Hòa,Shopee-Bulky,20-30kg,3
2026-07-29,NTB,Khánh Hòa,Huyện Vạn Ninh,Xã Đại Lãnh,2172200000.00%,(KHO) Tu Bông,Khác,20-30kg,1
2026-07-29,NTB,Ninh Thuận,Huyện Ninh Phước,Xã Phước Thái,2049900000.00%,(NTH) Phước Dinh,Shopee-Bulky,20-30kg,1
2026-07-29,NTB,Ninh Thuận,Huyện Thuận Nam,Xã Phước Dinh,2049900000.00%,(NTH) Phước Dinh,Shopee-Bulky,20-30kg,1
2026-07-29,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Phước Hải,2236300000.00%,(KHO) Nam Nha Trang 3,SME,20-30kg,3
2026-07-29,NTB,Lâm Đồng,Huyện Đơn Dương,Xã Lạc Lâm,2137700000.00%,(LDO) Đơn Dương,Shopee-Bulky,20-30kg,2
2026-07-29,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam An Nam,2058800000.00%,(KHO) Cam Lâm 2,SME,20-30kg,6
2026-07-29,NTB,Lâm Đồng,Huyện Đơn Dương,Xã Lạc Lâm,2137700000.00%,(LDO) Đơn Dương,SME,20-30kg,1
2026-07-29,NTB,Lâm Đồng,Huyện Đạ Huoai,Xã Đạ Oai,189600.00%,(LDO) Đạ Huoai,SME,20-30kg,2
2026-07-29,NTB,Lâm Đồng,Thành phố Đà Lạt,Phường 6,2168700000.00%,(LDO) Lang Biang - Đà Lạt 2,SME,20-30kg,5
2026-07-29,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Vĩnh Nguyên,2274600000.00%,(KHO) Nam Nha Trang 1,Shopee-Bulky,20-30kg,3
2026-07-29,NTB,Đắk Nông,Huyện Đắk R lấp,Xã Đắk Sin,2239400000.00%,(DNO) Quảng Tín,SME,20-30kg,1
2026-07-29,NTB,Bình Thuận,Thành phố Phan Thiết,Phường Mũi Né,2014400000.00%,(BTH) Mũi Né,Shopee-Bulky,20-30kg,3
2026-07-29,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Phước,2156900000.00%,(KHO) Đông Ninh Hòa,SME,20-30kg,1
2026-07-29,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Vĩnh Hải,239900.00%,(KHO) Bắc Nha Trang,SME,20-30kg,1
2026-07-29,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Vĩnh Phước,239900.00%,(KHO) Bắc Nha Trang,Shopee-Bulky,20-30kg,3
2026-07-29,NTB,Lâm Đồng,Thành phố Đà Lạt,Phường 7,2205100000.00%,(LDO) Lang Biang - Đà Lạt 1,SME,20-30kg,2
2026-07-29,NTB,Bình Thuận,Huyện Tánh Linh,Xã Gia Huynh,235700.00%,(BTH) Đồng Kho,Khác,20-30kg,2
2026-07-29,NTB,Khánh Hòa,Thành phố Nha Trang,Xã Vĩnh Lương,239900.00%,(KHO) Bắc Nha Trang,Khác,20-30kg,1
2026-07-29,NTB,Khánh Hòa,Huyện Vạn Ninh,Xã Vạn Hưng,2104600000.00%,(KHO) Vạn Ninh,Shopee-Bulky,20-30kg,1
2026-07-29,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Vạn Thạnh,2049500000.00%,(KHO) Nha Trang,Shopee-Bulky,20-30kg,5
2026-07-29,NTB,Bình Thuận,Huyện Tánh Linh,Xã Đức Phú,235700.00%,(BTH) Đồng Kho,Shopee-Bulky,20-30kg,1
2026-07-29,NTB,Lâm Đồng,Thành phố Bảo Lộc,Phường Lộc Sơn,2078500000.00%,(LDO) B'Lao,Shopee-Bulky,20-30kg,3
2026-07-29,NTB,Lâm Đồng,Thành phố Bảo Lộc,Phường 1,2078500000.00%,(LDO) B'Lao,SME,20-30kg,4
2026-07-29,NTB,Lâm Đồng,Thành phố Bảo Lộc,Phường 1,2078500000.00%,(LDO) B'Lao,Shopee-Bulky,20-30kg,5
2026-07-29,NTB,Đắk Nông,Huyện Đắk R lấp,Xã Nhân Đạo,2026900300.00%,(DNO) Nhân Cơ,SME,20-30kg,1
2026-07-29,NTB,Bình Thuận,Huyện đảo Phú Quý,Xã Tam Thanh,2245200000.00%,(BTH) Phú Quý,SME,20-30kg,1
2026-07-29,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Sim,2069400000.00%,(KHO) Ninh Hòa 1,SME,20-30kg,1
2026-07-29,NTB,Bình Thuận,Thành phố Phan Thiết,Phường Phú Tài,2139600000.00%,(BTH) Hàm Thắng,Shopee-Bulky,20-30kg,2
2026-07-29,NTB,Đắk Nông,Huyện Krông Nô,Thị trấn Đắk Mâm,2059100000.00%,(DNO) Krông Nô,SME,20-30kg,2
2026-07-29,NTB,Đắk Nông,Huyện Krông Nô,Xã Nam Xuân,2059100000.00%,(DNO) Krông Nô,Shopee-Bulky,20-30kg,1
2026-07-29,NTB,Đắk Nông,Huyện Krông Nô,Xã Đắk Nang,2059100000.00%,(DNO) Krông Nô,Shopee-Bulky,20-30kg,1
2026-07-29,NTB,Bình Thuận,Huyện đảo Phú Quý,Xã Tam Thanh,2245200000.00%,(BTH) Phú Quý,Shopee-Bulky,20-30kg,1
2026-07-29,NTB,Khánh Hòa,Thành phố Cam Ranh,Xã Cam Bình,2283000000.00%,(KHO) Cam Linh,Shopee-Bulky,20-30kg,2
2026-07-29,NTB,Khánh Hòa,Thành phố Cam Ranh,Xã Cam Thịnh Đông,2283000000.00%,(KHO) Cam Linh,TTS-nhỏ,20-30kg,1
2026-07-29,NTB,Đắk Nông,Thành phố Gia Nghĩa,Xã Đắk Nia,2204800000.00%,(DNO) Đông Gia Nghĩa,SME,20-30kg,1
2026-07-29,NTB,Lâm Đồng,Huyện Di Linh,Xã Hòa Bắc,2275900000.00%,(LDO) Hòa Ninh,SME,20-30kg,1
2026-07-29,NTB,Bình Thuận,Thành phố Phan Thiết,Xã Phong Nẫm,2139600000.00%,(BTH) Hàm Thắng,Shopee-Bulky,20-30kg,3
2026-07-29,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Phụng,2069400000.00%,(KHO) Ninh Hòa 1,SME,20-30kg,1
2026-07-29,NTB,Khánh Hòa,Thành phố Cam Ranh,Phường Ba Ngòi,2283000000.00%,(KHO) Cam Linh,SME,20-30kg,1
2026-07-29,NTB,Bình Thuận,Huyện Hàm Thuận Nam,Xã Hàm Cường,2129000000.00%,(BTH) Tuyên Quang,Shopee-Bulky,20-30kg,1
2026-07-29,NTB,Lâm Đồng,Thành phố Bảo Lộc,Phường Lộc Phát,2168800000.00%,(LDO) 1 Bảo Lộc,Khác,20-30kg,1
2026-07-29,NTB,Bình Thuận,Thành phố Phan Thiết,Xã Tiến Lợi,2129000000.00%,(BTH) Tuyên Quang,Shopee-Bulky,20-30kg,1
2026-07-29,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Lộc Thọ,2270400000.00%,(KHO) Nam Nha Trang 2,SME,20-30kg,1
2026-07-29,NTB,Đắk Nông,Huyện Cư Jút,Xã Đắk DRông,2067300000.00%,(DNO) Cư Jút,Shopee-Bulky,20-30kg,1
2026-07-29,NTB,Bình Thuận,Huyện Đức Linh,Thị trấn Đức Tài,2145600000.00%,(BTH) Đức Linh,SME,20-30kg,2
2026-07-29,NTB,Đắk Nông,Huyện Cư Jút,Xã Tâm Thắng,2067300000.00%,(DNO) Cư Jút,SME,20-30kg,2
2026-07-29,NTB,Bình Thuận,Huyện Hàm Thuận Nam,Xã Hàm Thạnh,2129000000.00%,(BTH) Tuyên Quang,SME,20-30kg,1
2026-07-29,NTB,Bình Thuận,Thị xã La Gi,Xã Tân Tiến,2106700000.00%,(BTH) Tân Hải,SME,20-30kg,1
2026-07-29,NTB,Ninh Thuận,Huyện Ninh Hải,Thị trấn Khánh Hải,2064800000.00%,(NTH) Ninh Chử,Shopee-Bulky,20-30kg,2
2026-07-29,NTB,Khánh Hòa,Huyện Diên Khánh,Xã Suối Tiên,2014300000.00%,(KHO) Diên Khánh 2,SME,20-30kg,1
2026-07-29,NTB,Khánh Hòa,Huyện Diên Khánh,Xã Suối Hiệp,2014300000.00%,(KHO) Diên Khánh 2,Khác,20-30kg,1
2026-07-29,NTB,Lâm Đồng,Thành phố Đà Lạt,Phường 8,2153700000.00%,(LDO) Lâm Viên - Đà Lạt 2,Khác,20-30kg,1
2026-07-29,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Tân Tiến,2270400000.00%,(KHO) Nam Nha Trang 2,SME,20-30kg,3
2026-07-29,NTB,Bình Thuận,Huyện Đức Linh,Xã Đức Hạnh,2145600000.00%,(BTH) Đức Linh,Shopee-Bulky,20-30kg,1
2026-07-29,NTB,Ninh Thuận,Huyện Ninh Hải,Xã Vĩnh Hải,2064800000.00%,(NTH) Ninh Chử,SME,20-30kg,1
2026-07-29,NTB,Bình Thuận,Huyện Đức Linh,Xã Đức Tín,2145600000.00%,(BTH) Đức Linh,Shopee-Bulky,20-30kg,1
2026-07-29,NTB,Bình Thuận,Thành phố Phan Thiết,Xã Tiến Thành,2129000000.00%,(BTH) Tuyên Quang,Shopee-Bulky,20-30kg,2
2026-07-29,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Phương Sài,2270400000.00%,(KHO) Nam Nha Trang 2,Shopee-Bulky,20-30kg,2
2026-07-29,NTB,Lâm Đồng,Thành phố Bảo Lộc,Phường Lộc Phát,2168800000.00%,(LDO) 1 Bảo Lộc,SME,20-30kg,1
2026-07-29,NTB,Lâm Đồng,Huyện Đạ Huoai,Xã An Nhơn,2066300000.00%,(LDO) Đạ Tẻh,SME,20-30kg,1
2026-07-29,NTB,Khánh Hòa,Huyện Diên Khánh,Xã Diên Sơn,2014300000.00%,(KHO) Diên Khánh 2,Shopee-Bulky,20-30kg,1
2026-07-29,NTB,Bình Thuận,Huyện Đức Linh,Xã Mê Pu,2145600000.00%,(BTH) Đức Linh,Shopee-Bulky,20-30kg,2
2026-07-29,NTB,Bình Thuận,Huyện Đức Linh,Xã Đa Kai,2145600000.00%,(BTH) Đức Linh,Shopee-Bulky,20-30kg,1
2026-07-29,NTB,Đắk Nông,Huyện Cư Jút,Xã Ea Pô,2067300000.00%,(DNO) Cư Jút,Shopee-Bulky,20-30kg,1
2026-07-29,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Tân Tiến,2270400000.00%,(KHO) Nam Nha Trang 2,Shopee-Bulky,20-30kg,10
2026-07-29,NTB,Bình Thuận,Huyện Đức Linh,Thị trấn Đức Tài,2145600000.00%,(BTH) Đức Linh,Shopee-Bulky,20-30kg,4
2026-07-29,NTB,Đắk Nông,Huyện Cư Jút,Xã Đắk Wil,2067300000.00%,(DNO) Cư Jút,Khác,20-30kg,1
2026-07-29,NTB,Lâm Đồng,Huyện Đạ Huoai,Xã Quảng Trị,2066300000.00%,(LDO) Đạ Tẻh,SME,20-30kg,1
2026-07-29,NTB,Lâm Đồng,Huyện Lâm Hà,Xã Đan Phượng,2242500000.00%,(LDO) Tân Hà Lâm Hà,Shopee-Bulky,20-30kg,1
2026-07-29,NTB,Bình Thuận,Huyện Hàm Thuận Nam,Xã Mương Mán,2129000000.00%,(BTH) Tuyên Quang,Shopee-Bulky,20-30kg,4
2026-07-29,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Phước Hòa,2270400000.00%,(KHO) Nam Nha Trang 2,Shopee-Bulky,20-30kg,2
2026-07-29,NTB,Lâm Đồng,Huyện Đạ Huoai,Xã Đạ Lây,2066300000.00%,(LDO) Đạ Tẻh,SME,20-30kg,2
2026-07-29,NTB,Lâm Đồng,Huyện Đạ Huoai,Thị trấn Đạ Tẻh,2066300000.00%,(LDO) Đạ Tẻh,Shopee-Bulky,20-30kg,2
2026-07-29,NTB,Ninh Thuận,Huyện Ninh Hải,Xã Xuân Hải,2064800000.00%,(NTH) Ninh Chử,Shopee-Bulky,20-30kg,2
2026-07-29,NTB,Lâm Đồng,Huyện Lâm Hà,Xã Tân Hà,2242500000.00%,(LDO) Tân Hà Lâm Hà,SME,20-30kg,1
2026-07-29,NTB,Lâm Đồng,Huyện Lâm Hà,Xã Liên Hà,2242500000.00%,(LDO) Tân Hà Lâm Hà,Shopee-Bulky,20-30kg,2
2026-07-29,NTB,Bình Thuận,Huyện Hàm Thuận Nam,Xã Tân Thành,2106700000.00%,(BTH) Tân Hải,SME,20-30kg,1
