Cấp Quản Lý,Chi tiết,Loại Hàng,Time,Volume,% Gán,% GTC,Sản Lượng Giao Thành Công,Sản Lượng Tồn,% Chưa Gán,%Tồn,Hàng Mới Về Trong Ngày,AM,Unnamed: 13,Cấp Quản Lý.1,Chi tiết.1,Loại Hàng.1,Time.1,Volume.1,% Gán.1,% GTC.1,Sản Lượng Giao Thành Công.1,Sản Lượng Tồn.1,% Chưa Gán.1,%Tồn.1,Hàng Mới Về Trong Ngày.1,AM.1,Unnamed: 27,Cấp Quản Lý.2,Chi tiết.2,Loại Hàng.2,Time.2,Volume.2,% Gán.2,% GTC.2,Sản Lượng Giao Thành Công.2,Sản Lượng Tồn.2,% Chưa Gán.2,%Tồn.2,Hàng Mới Về Trong Ngày.2,AM.2
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 1,2026-09-18 - Thứ 6,80,100.00%,82.50%,66,14,0.00%,17.50%,80,AM Duân,,NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 2,2026-09-18 - Thứ 6,147,4.08%,4.08%,6,141,95.92%,95.92%,147,AM Duân,,NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-09-18 - Thứ 6,188,96.81%,60.64%,114,67,3.19%,35.64%,0,AM Duân
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Mới Ca 1,2026-09-12 - Thứ 7,198,78.28%,52.02%,103,89,21.72%,44.95%,198,AM Nhung,,NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Mới Ca 2,2026-09-12 - Thứ 7,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Nhung,,NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-09-12 - Thứ 7,169,84.62%,31.36%,53,105,15.38%,62.13%,0,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Mới Ca 1,2026-09-13 - Chủ Nhật,200,83.00%,49.00%,98,100,17.00%,50.00%,200,AM Nhung,,NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Mới Ca 2,2026-09-13 - Chủ Nhật,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Nhung,,NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-09-13 - Chủ Nhật,177,88.70%,41.81%,74,95,11.30%,53.67%,0,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Mới Ca 1,2026-09-14 - Thứ 2,225,84.89%,62.22%,140,85,15.11%,37.78%,225,AM Nhung,,NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Mới Ca 2,2026-09-14 - Thứ 2,1,0.00%,0.00%,0,1,100.00%,100.00%,1,AM Nhung,,NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-09-14 - Thứ 2,169,89.94%,51.48%,87,74,10.06%,43.79%,0,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Mới Ca 1,2026-09-15 - Thứ 3,245,99.18%,57.96%,142,99,0.82%,40.41%,245,AM Nhung,,NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Mới Ca 2,2026-09-15 - Thứ 3,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Nhung,,NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-09-15 - Thứ 3,150,96.67%,40.67%,61,80,3.33%,53.33%,0,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Mới Ca 1,2026-09-16 - Thứ 4,167,84.43%,55.69%,93,74,15.57%,44.31%,167,AM Nhung,,NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Mới Ca 2,2026-09-16 - Thứ 4,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Nhung,,NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-09-16 - Thứ 4,160,74.38%,35.00%,56,94,25.62%,58.75%,0,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Mới Ca 1,2026-09-17 - Thứ 5,254,97.64%,68.11%,173,77,2.36%,30.32%,254,AM Nhung,,NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Mới Ca 2,2026-09-17 - Thứ 5,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Nhung,,NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-09-17 - Thứ 5,158,77.22%,41.14%,65,84,22.78%,53.16%,0,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Mới Ca 1,2026-09-18 - Thứ 6,218,95.87%,61.47%,134,79,4.13%,36.24%,218,AM Nhung,,NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Mới Ca 2,2026-09-18 - Thứ 6,4,75.00%,75.00%,3,1,25.00%,25.00%,4,AM Nhung,,NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-09-18 - Thứ 6,149,73.83%,27.52%,41,97,26.17%,65.10%,0,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Sơn,Hàng Mới Ca 1,2026-09-12 - Thứ 7,226,100.00%,75.22%,170,53,0.00%,23.45%,226,AM Nhung,,NTB - Đắk Nông,(DNO) Quảng Sơn,Hàng Mới Ca 2,2026-09-12 - Thứ 7,107,38.32%,14.95%,16,89,61.68%,83.18%,107,AM Nhung,,NTB - Đắk Nông,(DNO) Quảng Sơn,Hàng Tồn,2026-09-12 - Thứ 7,237,99.58%,47.68%,113,109,0.42%,45.99%,0,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Sơn,Hàng Mới Ca 1,2026-09-13 - Chủ Nhật,170,100.00%,73.53%,125,42,0.00%,24.71%,170,AM Nhung,,NTB - Đắk Nông,(DNO) Quảng Sơn,Hàng Mới Ca 2,2026-09-13 - Chủ Nhật,145,44.83%,33.10%,48,97,55.17%,66.90%,145,AM Nhung,,NTB - Đắk Nông,(DNO) Quảng Sơn,Hàng Tồn,2026-09-13 - Chủ Nhật,238,98.74%,42.02%,100,122,1.26%,51.26%,0,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Sơn,Hàng Mới Ca 1,2026-09-14 - Thứ 2,149,99.33%,75.84%,113,35,0.67%,23.49%,149,AM Nhung,,NTB - Đắk Nông,(DNO) Quảng Sơn,Hàng Mới Ca 2,2026-09-14 - Thứ 2,84,33.33%,26.19%,22,62,66.67%,73.81%,84,AM Nhung,,NTB - Đắk Nông,(DNO) Quảng Sơn,Hàng Tồn,2026-09-14 - Thứ 2,231,97.40%,45.89%,106,110,2.60%,47.62%,0,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Sơn,Hàng Mới Ca 1,2026-09-15 - Thứ 3,204,100.00%,69.12%,141,59,0.00%,28.92%,204,AM Nhung,,NTB - Đắk Nông,(DNO) Quảng Sơn,Hàng Mới Ca 2,2026-09-15 - Thứ 3,175,50.86%,34.29%,60,115,49.14%,65.71%,175,AM Nhung,,NTB - Đắk Nông,(DNO) Quảng Sơn,Hàng Tồn,2026-09-15 - Thứ 3,177,97.18%,48.59%,86,79,2.82%,44.63%,0,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Sơn,Hàng Mới Ca 1,2026-09-16 - Thứ 4,114,99.12%,64.91%,74,40,0.88%,35.09%,114,AM Nhung,,NTB - Đắk Nông,(DNO) Quảng Sơn,Hàng Mới Ca 2,2026-09-16 - Thứ 4,82,14.63%,4.88%,4,78,85.37%,95.12%,82,AM Nhung,,NTB - Đắk Nông,(DNO) Quảng Sơn,Hàng Tồn,2026-09-16 - Thứ 4,243,99.59%,55.97%,136,93,0.41%,38.27%,0,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Sơn,Hàng Mới Ca 1,2026-09-17 - Thứ 5,192,100.00%,63.02%,121,65,0.00%,33.85%,192,AM Nhung,,NTB - Đắk Nông,(DNO) Quảng Sơn,Hàng Mới Ca 2,2026-09-17 - Thứ 5,137,28.47%,14.60%,20,116,71.53%,84.67%,137,AM Nhung,,NTB - Đắk Nông,(DNO) Quảng Sơn,Hàng Tồn,2026-09-17 - Thứ 5,200,97.50%,42.00%,84,107,2.50%,53.50%,0,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Sơn,Hàng Mới Ca 1,2026-09-18 - Thứ 6,145,99.31%,68.97%,100,43,0.69%,29.65%,145,AM Nhung,,NTB - Đắk Nông,(DNO) Quảng Sơn,Hàng Mới Ca 2,2026-09-18 - Thứ 6,166,43.98%,30.12%,50,116,56.02%,69.88%,166,AM Nhung,,NTB - Đắk Nông,(DNO) Quảng Sơn,Hàng Tồn,2026-09-18 - Thứ 6,263,99.62%,59.70%,157,99,0.38%,37.64%,0,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Tín,Hàng Mới Ca 1,2026-09-12 - Thứ 7,233,62.66%,51.07%,119,114,37.34%,48.93%,233,AM Linh,,NTB - Đắk Nông,(DNO) Quảng Tín,Hàng Mới Ca 2,2026-09-12 - Thứ 7,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Linh,,NTB - Đắk Nông,(DNO) Quảng Tín,Hàng Tồn,2026-09-12 - Thứ 7,779,13.22%,7.57%,59,713,86.78%,91.53%,0,AM Linh
NTB - Đắk Nông,(DNO) Quảng Tín,Hàng Mới Ca 1,2026-09-13 - Chủ Nhật,351,59.26%,46.72%,164,186,40.74%,53.00%,351,AM Linh,,NTB - Đắk Nông,(DNO) Quảng Tín,Hàng Mới Ca 2,2026-09-13 - Chủ Nhật,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Linh,,NTB - Đắk Nông,(DNO) Quảng Tín,Hàng Tồn,2026-09-13 - Chủ Nhật,814,12.78%,8.35%,68,739,87.22%,90.79%,0,AM Linh
NTB - Đắk Nông,(DNO) Quảng Tín,Hàng Mới Ca 1,2026-09-14 - Thứ 2,257,61.09%,47.86%,123,133,38.91%,51.75%,257,AM Linh,,NTB - Đắk Nông,(DNO) Quảng Tín,Hàng Mới Ca 2,2026-09-14 - Thứ 2,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Linh,,NTB - Đắk Nông,(DNO) Quảng Tín,Hàng Tồn,2026-09-14 - Thứ 2,904,11.17%,5.86%,53,844,88.83%,93.37%,0,AM Linh
NTB - Đắk Nông,(DNO) Quảng Tín,Hàng Mới Ca 1,2026-09-15 - Thứ 3,270,62.96%,47.04%,127,141,37.04%,52.22%,270,AM Linh,,NTB - Đắk Nông,(DNO) Quảng Tín,Hàng Mới Ca 2,2026-09-15 - Thứ 3,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Linh,,NTB - Đắk Nông,(DNO) Quảng Tín,Hàng Tồn,2026-09-15 - Thứ 3,958,68.89%,7.20%,69,727,31.11%,75.89%,0,AM Linh
NTB - Đắk Nông,(DNO) Quảng Tín,Hàng Mới Ca 1,2026-09-16 - Thứ 4,201,43.28%,33.33%,67,134,56.72%,66.67%,201,AM Linh,,NTB - Đắk Nông,(DNO) Quảng Tín,Hàng Mới Ca 2,2026-09-16 - Thứ 4,183,5.46%,3.28%,6,177,94.54%,96.72%,183,AM Linh,,NTB - Đắk Nông,(DNO) Quảng Tín,Hàng Tồn,2026-09-16 - Thứ 4,841,59.69%,4.52%,38,775,40.31%,92.15%,0,AM Linh
NTB - Đắk Nông,(DNO) Quảng Tín,Hàng Mới Ca 1,2026-09-17 - Thứ 5,194,61.34%,45.88%,89,101,38.66%,52.06%,194,AM Linh,,NTB - Đắk Nông,(DNO) Quảng Tín,Hàng Mới Ca 2,2026-09-17 - Thứ 5,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Linh,,NTB - Đắk Nông,(DNO) Quảng Tín,Hàng Tồn,2026-09-17 - Thứ 5,"1,061",68.71%,14.23%,151,813,31.29%,76.63%,0,AM Linh
NTB - Đắk Nông,(DNO) Quảng Tín,Hàng Mới Ca 1,2026-09-18 - Thứ 6,179,56.42%,43.02%,77,102,43.58%,56.98%,179,AM Linh,,NTB - Đắk Nông,(DNO) Quảng Tín,Hàng Mới Ca 2,2026-09-18 - Thứ 6,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Linh,,NTB - Đắk Nông,(DNO) Quảng Tín,Hàng Tồn,2026-09-18 - Thứ 6,691,58.32%,11.14%,77,523,41.68%,75.69%,0,AM Linh
NTB - Đắk Nông,(DNO) Trường Xuân,Hàng Mới Ca 1,2026-09-12 - Thứ 7,407,99.75%,67.81%,276,115,0.25%,28.26%,407,AM Nhung,,NTB - Đắk Nông,(DNO) Trường Xuân,Hàng Mới Ca 2,2026-09-12 - Thứ 7,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Nhung,,NTB - Đắk Nông,(DNO) Trường Xuân,Hàng Tồn,2026-09-12 - Thứ 7,142,93.66%,42.25%,60,69,6.34%,48.60%,0,AM Nhung
NTB - Đắk Nông,(DNO) Trường Xuân,Hàng Mới Ca 1,2026-09-13 - Chủ Nhật,238,99.58%,73.11%,174,61,0.42%,25.63%,238,AM Nhung,,NTB - Đắk Nông,(DNO) Trường Xuân,Hàng Mới Ca 2,2026-09-13 - Chủ Nhật,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Nhung,,NTB - Đắk Nông,(DNO) Trường Xuân,Hàng Tồn,2026-09-13 - Chủ Nhật,165,97.58%,41.21%,68,83,2.42%,50.31%,0,AM Nhung
NTB - Đắk Nông,(DNO) Trường Xuân,Hàng Mới Ca 1,2026-09-14 - Thứ 2,233,100.00%,66.09%,154,78,0.00%,33.48%,233,AM Nhung,,NTB - Đắk Nông,(DNO) Trường Xuân,Hàng Mới Ca 2,2026-09-14 - Thứ 2,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Nhung,,NTB - Đắk Nông,(DNO) Trường Xuân,Hàng Tồn,2026-09-14 - Thứ 2,137,94.16%,39.42%,54,69,5.84%,50.36%,0,AM Nhung
NTB - Đắk Nông,(DNO) Trường Xuân,Hàng Mới Ca 1,2026-09-15 - Thứ 3,320,99.69%,77.81%,249,66,0.31%,20.63%,320,AM Nhung,,NTB - Đắk Nông,(DNO) Trường Xuân,Hàng Mới Ca 2,2026-09-15 - Thứ 3,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Nhung,,NTB - Đắk Nông,(DNO) Trường Xuân,Hàng Tồn,2026-09-15 - Thứ 3,126,94.44%,48.41%,61,50,5.56%,39.69%,0,AM Nhung
NTB - Đắk Nông,(DNO) Trường Xuân,Hàng Mới Ca 1,2026-09-16 - Thứ 4,249,99.60%,57.83%,144,100,0.40%,40.16%,249,AM Nhung,,NTB - Đắk Nông,(DNO) Trường Xuân,Hàng Mới Ca 2,2026-09-16 - Thứ 4,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Nhung,,NTB - Đắk Nông,(DNO) Trường Xuân,Hàng Tồn,2026-09-16 - Thứ 4,113,96.46%,23.01%,26,74,3.54%,65.49%,0,AM Nhung
NTB - Đắk Nông,(DNO) Trường Xuân,Hàng Mới Ca 1,2026-09-17 - Thứ 5,368,100.00%,67.66%,249,106,0.00%,28.81%,368,AM Nhung,,NTB - Đắk Nông,(DNO) Trường Xuân,Hàng Mới Ca 2,2026-09-17 - Thứ 5,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Nhung,,NTB - Đắk Nông,(DNO) Trường Xuân,Hàng Tồn,2026-09-17 - Thứ 5,163,93.25%,47.24%,77,77,6.75%,47.24%,0,AM Nhung
NTB - Đắk Nông,(DNO) Trường Xuân,Hàng Mới Ca 1,2026-09-18 - Thứ 6,221,99.55%,73.30%,162,56,0.45%,25.34%,221,AM Nhung,,NTB - Đắk Nông,(DNO) Trường Xuân,Hàng Mới Ca 2,2026-09-18 - Thứ 6,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Nhung,,NTB - Đắk Nông,(DNO) Trường Xuân,Hàng Tồn,2026-09-18 - Thứ 6,162,95.06%,45.06%,73,83,4.94%,51.24%,0,AM Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Mới Ca 1,2026-09-12 - Thứ 7,306,50.33%,28.76%,88,213,49.67%,69.61%,306,AM Nhung,,NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Mới Ca 2,2026-09-12 - Thứ 7,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Nhung,,NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Tồn,2026-09-12 - Thứ 7,358,63.13%,30.17%,108,233,36.87%,65.08%,0,AM Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Mới Ca 1,2026-09-13 - Chủ Nhật,357,73.67%,37.25%,133,222,26.33%,62.19%,357,AM Nhung,,NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Mới Ca 2,2026-09-13 - Chủ Nhật,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Nhung,,NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Tồn,2026-09-13 - Chủ Nhật,434,74.19%,38.48%,167,247,25.81%,56.91%,0,AM Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Mới Ca 1,2026-09-14 - Thứ 2,301,79.73%,50.50%,152,147,20.27%,48.84%,301,AM Nhung,,NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Mới Ca 2,2026-09-14 - Thứ 2,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Nhung,,NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Tồn,2026-09-14 - Thứ 2,461,88.94%,45.77%,211,230,11.06%,49.89%,0,AM Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Mới Ca 1,2026-09-15 - Thứ 3,285,85.26%,46.67%,133,145,14.74%,50.87%,285,AM Nhung,,NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Mới Ca 2,2026-09-15 - Thứ 3,1,100.00%,0.00%,0,1,0.00%,100.00%,1,AM Nhung,,NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Tồn,2026-09-15 - Thứ 3,361,98.06%,48.75%,176,168,1.94%,46.54%,0,AM Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Mới Ca 1,2026-09-16 - Thứ 4,160,94.38%,53.13%,85,70,5.62%,43.74%,160,AM Nhung,,NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Mới Ca 2,2026-09-16 - Thứ 4,56,91.07%,53.57%,30,26,8.93%,46.43%,56,AM Nhung,,NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Tồn,2026-09-16 - Thứ 4,275,91.27%,45.45%,125,139,8.73%,50.55%,0,AM Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Mới Ca 1,2026-09-17 - Thứ 5,388,65.98%,44.59%,173,209,34.02%,53.86%,388,AM Nhung,,NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Mới Ca 2,2026-09-17 - Thứ 5,142,0.00%,0.00%,0,142,100.00%,100.00%,142,AM Nhung,,NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Tồn,2026-09-17 - Thứ 5,214,65.89%,27.57%,59,138,34.11%,64.49%,0,AM Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Mới Ca 1,2026-09-18 - Thứ 6,104,80.77%,58.65%,61,43,19.23%,41.35%,104,AM Nhung,,NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Mới Ca 2,2026-09-18 - Thứ 6,3,66.67%,33.33%,1,1,33.33%,33.34%,3,AM Nhung,,NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Tồn,2026-09-18 - Thứ 6,481,93.76%,53.01%,255,206,6.24%,42.83%,0,AM Nhung
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Mới Ca 1,2026-09-12 - Thứ 7,299,94.31%,68.90%,206,91,5.69%,30.43%,299,AM Duân,,NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Mới Ca 2,2026-09-12 - Thứ 7,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Duân,,NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Tồn,2026-09-12 - Thứ 7,308,92.86%,42.21%,130,157,7.14%,50.97%,0,AM Duân
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Mới Ca 1,2026-09-13 - Chủ Nhật,313,94.89%,60.06%,188,121,5.11%,38.66%,313,AM Duân,,NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Mới Ca 2,2026-09-13 - Chủ Nhật,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Duân,,NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Tồn,2026-09-13 - Chủ Nhật,224,95.98%,35.71%,80,127,4.02%,56.70%,0,AM Duân
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Mới Ca 1,2026-09-14 - Thứ 2,321,90.65%,64.17%,206,112,9.35%,34.90%,321,AM Duân,,NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Mới Ca 2,2026-09-14 - Thứ 2,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Duân,,NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Tồn,2026-09-14 - Thứ 2,208,88.46%,37.50%,78,117,11.54%,56.25%,0,AM Duân
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Mới Ca 1,2026-09-15 - Thứ 3,281,95.02%,65.48%,184,96,4.98%,34.16%,281,AM Duân,,NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Mới Ca 2,2026-09-15 - Thứ 3,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Duân,,NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Tồn,2026-09-15 - Thứ 3,209,95.69%,37.32%,78,103,4.31%,49.28%,0,AM Duân
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Mới Ca 1,2026-09-16 - Thứ 4,263,86.69%,46.01%,121,142,13.31%,53.99%,263,AM Duân,,NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Mới Ca 2,2026-09-16 - Thứ 4,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Duân,,NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Tồn,2026-09-16 - Thứ 4,175,92.57%,26.86%,47,118,7.43%,67.43%,0,AM Duân
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Mới Ca 1,2026-09-17 - Thứ 5,282,76.95%,49.65%,140,141,23.05%,50.00%,282,AM Duân,,NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Mới Ca 2,2026-09-17 - Thứ 5,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Duân,,NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Tồn,2026-09-17 - Thứ 5,238,93.70%,39.92%,95,131,6.30%,55.04%,0,AM Duân
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Mới Ca 1,2026-09-18 - Thứ 6,263,81.37%,56.65%,149,114,18.63%,43.35%,263,AM Duân,,NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Mới Ca 2,2026-09-18 - Thứ 6,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Duân,,NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Tồn,2026-09-18 - Thứ 6,231,86.15%,34.20%,79,139,13.85%,60.17%,0,AM Duân
NTB - Đắk Nông,(DNO) Đức An,Hàng Mới Ca 1,2026-09-12 - Thứ 7,499,99.20%,76.35%,381,108,0.80%,21.65%,499,AM Nhung,,NTB - Đắk Nông,(DNO) Đức An,Hàng Mới Ca 2,2026-09-12 - Thứ 7,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Nhung,,NTB - Đắk Nông,(DNO) Đức An,Hàng Tồn,2026-09-12 - Thứ 7,136,98.53%,34.56%,47,79,1.47%,58.09%,0,AM Nhung
NTB - Đắk Nông,(DNO) Đức An,Hàng Mới Ca 1,2026-09-13 - Chủ Nhật,361,100.00%,80.06%,289,70,0.00%,19.39%,361,AM Nhung,,NTB - Đắk Nông,(DNO) Đức An,Hàng Mới Ca 2,2026-09-13 - Chủ Nhật,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Nhung,,NTB - Đắk Nông,(DNO) Đức An,Hàng Tồn,2026-09-13 - Chủ Nhật,157,99.36%,38.85%,61,85,0.64%,54.14%,0,AM Nhung
NTB - Đắk Nông,(DNO) Đức An,Hàng Mới Ca 1,2026-09-14 - Thứ 2,579,99.83%,76.68%,444,122,0.17%,21.07%,579,AM Nhung,,NTB - Đắk Nông,(DNO) Đức An,Hàng Mới Ca 2,2026-09-14 - Thứ 2,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Nhung,,NTB - Đắk Nông,(DNO) Đức An,Hàng Tồn,2026-09-14 - Thứ 2,140,97.86%,39.29%,55,75,2.14%,53.57%,0,AM Nhung
NTB - Đắk Nông,(DNO) Đức An,Hàng Mới Ca 1,2026-09-15 - Thứ 3,437,100.00%,82.61%,361,64,0.00%,14.64%,437,AM Nhung,,NTB - Đắk Nông,(DNO) Đức An,Hàng Mới Ca 2,2026-09-15 - Thứ 3,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Nhung,,NTB - Đắk Nông,(DNO) Đức An,Hàng Tồn,2026-09-15 - Thứ 3,162,99.38%,45.06%,73,76,0.62%,46.92%,0,AM Nhung
NTB - Đắk Nông,(DNO) Đức An,Hàng Mới Ca 1,2026-09-16 - Thứ 4,365,91.78%,70.96%,259,94,8.22%,25.75%,365,AM Nhung,,NTB - Đắk Nông,(DNO) Đức An,Hàng Mới Ca 2,2026-09-16 - Thứ 4,1,0.00%,0.00%,0,1,100.00%,100.00%,1,AM Nhung,,NTB - Đắk Nông,(DNO) Đức An,Hàng Tồn,2026-09-16 - Thứ 4,121,75.21%,23.14%,28,86,24.79%,71.07%,0,AM Nhung
NTB - Đắk Nông,(DNO) Đức An,Hàng Mới Ca 1,2026-09-17 - Thứ 5,567,86.95%,68.61%,389,159,13.05%,28.04%,567,AM Nhung,,NTB - Đắk Nông,(DNO) Đức An,Hàng Mới Ca 2,2026-09-17 - Thứ 5,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Nhung,,NTB - Đắk Nông,(DNO) Đức An,Hàng Tồn,2026-09-17 - Thứ 5,158,94.30%,32.91%,52,89,5.70%,56.33%,0,AM Nhung
NTB - Đắk Nông,(DNO) Đức An,Hàng Mới Ca 1,2026-09-18 - Thứ 6,375,100.00%,81.60%,306,61,0.00%,16.27%,375,AM Nhung,,NTB - Đắk Nông,(DNO) Đức An,Hàng Mới Ca 2,2026-09-18 - Thứ 6,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Nhung,,NTB - Đắk Nông,(DNO) Đức An,Hàng Tồn,2026-09-18 - Thứ 6,221,99.10%,50.68%,112,93,0.90%,42.08%,0,AM Nhung
NTB - Đắk Nông,(DNO) Đức Lập,Hàng Mới Ca 1,2026-09-12 - Thứ 7,"1,379",99.85%,76.65%,"1,057",303,0.15%,21.97%,"1,379",AM Nhung,,NTB - Đắk Nông,(DNO) Đức Lập,Hàng Mới Ca 2,2026-09-12 - Thứ 7,1,100.00%,100.00%,1,0,0.00%,0.00%,1,AM Nhung,,NTB - Đắk Nông,(DNO) Đức Lập,Hàng Tồn,2026-09-12 - Thứ 7,293,98.29%,38.23%,112,167,1.71%,56.99%,0,AM Nhung
