Cấp Quản Lý,Chi tiết,Loại Hàng,Time,Volume,% Gán,% GTC,Sản Lượng Giao Thành Công,Sản Lượng Tồn,% Chưa Gán,%Tồn,Hàng Mới Về Trong Ngày,AM,Unnamed: 13,Cấp Quản Lý.1,Chi tiết.1,Loại Hàng.1,Time.1,Volume.1,% Gán.1,% GTC.1,Sản Lượng Giao Thành Công.1,Sản Lượng Tồn.1,% Chưa Gán.1,%Tồn.1,Hàng Mới Về Trong Ngày.1,AM.1,Unnamed: 27,Cấp Quản Lý.2,Chi tiết.2,Loại Hàng.2,Time.2,Volume.2,% Gán.2,% GTC.2,Sản Lượng Giao Thành Công.2,Sản Lượng Tồn.2,% Chưa Gán.2,%Tồn.2,Hàng Mới Về Trong Ngày.2,AM.2
NTB - Khánh Hòa,(KHO) Nha Trang,Hàng Mới Ca 1,2026-09-18 - Thứ 6,619,97.42%,73.18%,453,150,2.58%,24.24%,619,AM Duy,,NTB - Khánh Hòa,(KHO) Nha Trang,Hàng Mới Ca 2,2026-09-18 - Thứ 6,307,98.70%,70.68%,217,85,1.30%,27.69%,307,AM Duy,,NTB - Khánh Hòa,(KHO) Nha Trang,Hàng Tồn,2026-09-18 - Thứ 6,299,97.32%,40.13%,120,148,2.68%,49.50%,0,AM Duy
NTB - Khánh Hòa,(KHO) Ninh Hòa 1,Hàng Mới Ca 1,2026-09-12 - Thứ 7,217,91.71%,76.50%,166,48,8.29%,22.12%,217,AM Phi,,NTB - Khánh Hòa,(KHO) Ninh Hòa 1,Hàng Mới Ca 2,2026-09-12 - Thứ 7,196,66.84%,48.47%,95,101,33.16%,51.53%,196,AM Phi,,NTB - Khánh Hòa,(KHO) Ninh Hòa 1,Hàng Tồn,2026-09-12 - Thứ 7,110,97.27%,46.36%,51,51,2.73%,46.37%,0,AM Phi
NTB - Khánh Hòa,(KHO) Ninh Hòa 1,Hàng Mới Ca 1,2026-09-13 - Chủ Nhật,254,100.00%,79.13%,201,52,0.00%,20.48%,254,AM Phi,,NTB - Khánh Hòa,(KHO) Ninh Hòa 1,Hàng Mới Ca 2,2026-09-13 - Chủ Nhật,131,74.81%,58.02%,76,55,25.19%,41.98%,131,AM Phi,,NTB - Khánh Hòa,(KHO) Ninh Hòa 1,Hàng Tồn,2026-09-13 - Chủ Nhật,190,98.95%,57.89%,110,71,1.05%,37.37%,0,AM Phi
NTB - Khánh Hòa,(KHO) Ninh Hòa 1,Hàng Mới Ca 1,2026-09-14 - Thứ 2,254,98.43%,85.43%,217,37,1.57%,14.57%,254,AM Phi,,NTB - Khánh Hòa,(KHO) Ninh Hòa 1,Hàng Mới Ca 2,2026-09-14 - Thứ 2,114,85.09%,67.54%,77,36,14.91%,31.58%,114,AM Phi,,NTB - Khánh Hòa,(KHO) Ninh Hòa 1,Hàng Tồn,2026-09-14 - Thứ 2,157,99.36%,54.78%,86,64,0.64%,40.76%,0,AM Phi
NTB - Khánh Hòa,(KHO) Ninh Hòa 1,Hàng Mới Ca 1,2026-09-15 - Thứ 3,175,95.43%,82.86%,145,29,4.57%,16.57%,175,AM Phi,,NTB - Khánh Hòa,(KHO) Ninh Hòa 1,Hàng Mới Ca 2,2026-09-15 - Thứ 3,77,88.31%,68.83%,53,24,11.69%,31.17%,77,AM Phi,,NTB - Khánh Hòa,(KHO) Ninh Hòa 1,Hàng Tồn,2026-09-15 - Thứ 3,129,98.45%,39.53%,51,66,1.55%,51.17%,0,AM Phi
NTB - Khánh Hòa,(KHO) Ninh Hòa 1,Hàng Mới Ca 1,2026-09-16 - Thứ 4,342,99.12%,81.29%,278,55,0.88%,16.08%,342,AM Phi,,NTB - Khánh Hòa,(KHO) Ninh Hòa 1,Hàng Mới Ca 2,2026-09-16 - Thứ 4,110,88.18%,71.82%,79,31,11.82%,28.18%,110,AM Phi,,NTB - Khánh Hòa,(KHO) Ninh Hòa 1,Hàng Tồn,2026-09-16 - Thứ 4,95,97.89%,41.05%,39,51,2.11%,53.69%,0,AM Phi
NTB - Khánh Hòa,(KHO) Ninh Hòa 1,Hàng Mới Ca 1,2026-09-17 - Thứ 5,260,98.08%,83.85%,218,39,1.92%,15.00%,260,AM Phi,,NTB - Khánh Hòa,(KHO) Ninh Hòa 1,Hàng Mới Ca 2,2026-09-17 - Thứ 5,90,88.89%,63.33%,57,32,11.11%,35.56%,90,AM Phi,,NTB - Khánh Hòa,(KHO) Ninh Hòa 1,Hàng Tồn,2026-09-17 - Thứ 5,113,100.00%,46.90%,53,48,0.00%,42.48%,0,AM Phi
NTB - Khánh Hòa,(KHO) Ninh Hòa 1,Hàng Mới Ca 1,2026-09-18 - Thứ 6,249,90.36%,62.65%,156,86,9.64%,34.54%,249,AM Phi,,NTB - Khánh Hòa,(KHO) Ninh Hòa 1,Hàng Mới Ca 2,2026-09-18 - Thứ 6,106,66.04%,50.94%,54,51,33.96%,48.12%,106,AM Phi,,NTB - Khánh Hòa,(KHO) Ninh Hòa 1,Hàng Tồn,2026-09-18 - Thứ 6,99,74.75%,33.33%,33,61,25.25%,61.62%,0,AM Phi
NTB - Khánh Hòa,(KHO) Ninh Hòa 2,Hàng Mới Ca 1,2026-09-12 - Thứ 7,828,98.91%,71.26%,590,229,1.09%,27.65%,828,AM Phi,,NTB - Khánh Hòa,(KHO) Ninh Hòa 2,Hàng Mới Ca 2,2026-09-12 - Thứ 7,438,87.21%,62.10%,272,164,12.79%,37.44%,438,AM Phi,,NTB - Khánh Hòa,(KHO) Ninh Hòa 2,Hàng Tồn,2026-09-12 - Thứ 7,417,93.29%,30.94%,129,249,6.71%,59.71%,0,AM Phi
NTB - Khánh Hòa,(KHO) Ninh Hòa 2,Hàng Mới Ca 1,2026-09-13 - Chủ Nhật,624,98.40%,76.92%,480,143,1.60%,22.92%,624,AM Phi,,NTB - Khánh Hòa,(KHO) Ninh Hòa 2,Hàng Mới Ca 2,2026-09-13 - Chủ Nhật,258,75.58%,59.30%,153,105,24.42%,40.70%,258,AM Phi,,NTB - Khánh Hòa,(KHO) Ninh Hòa 2,Hàng Tồn,2026-09-13 - Chủ Nhật,596,95.81%,52.18%,311,258,4.19%,43.29%,0,AM Phi
NTB - Khánh Hòa,(KHO) Ninh Hòa 2,Hàng Mới Ca 1,2026-09-14 - Thứ 2,646,97.99%,80.96%,523,120,2.01%,18.58%,646,AM Phi,,NTB - Khánh Hòa,(KHO) Ninh Hòa 2,Hàng Mới Ca 2,2026-09-14 - Thứ 2,333,89.79%,74.17%,247,82,10.21%,24.63%,333,AM Phi,,NTB - Khánh Hòa,(KHO) Ninh Hòa 2,Hàng Tồn,2026-09-14 - Thứ 2,477,93.92%,48.22%,230,219,6.08%,45.91%,0,AM Phi
NTB - Khánh Hòa,(KHO) Ninh Hòa 2,Hàng Mới Ca 1,2026-09-15 - Thứ 3,435,93.56%,78.39%,341,91,6.44%,20.92%,435,AM Phi,,NTB - Khánh Hòa,(KHO) Ninh Hòa 2,Hàng Mới Ca 2,2026-09-15 - Thứ 3,253,84.19%,71.54%,181,71,15.81%,28.06%,253,AM Phi,,NTB - Khánh Hòa,(KHO) Ninh Hòa 2,Hàng Tồn,2026-09-15 - Thứ 3,381,86.88%,42.78%,163,185,13.12%,48.56%,0,AM Phi
NTB - Khánh Hòa,(KHO) Ninh Hòa 2,Hàng Mới Ca 1,2026-09-16 - Thứ 4,742,98.65%,81.94%,608,126,1.35%,16.98%,742,AM Phi,,NTB - Khánh Hòa,(KHO) Ninh Hòa 2,Hàng Mới Ca 2,2026-09-16 - Thứ 4,237,83.54%,69.62%,165,72,16.46%,30.38%,237,AM Phi,,NTB - Khánh Hòa,(KHO) Ninh Hòa 2,Hàng Tồn,2026-09-16 - Thứ 4,314,93.31%,42.99%,135,156,6.69%,49.69%,0,AM Phi
NTB - Khánh Hòa,(KHO) Ninh Hòa 2,Hàng Mới Ca 1,2026-09-17 - Thứ 5,722,96.81%,83.52%,603,107,3.19%,14.82%,722,AM Phi,,NTB - Khánh Hòa,(KHO) Ninh Hòa 2,Hàng Mới Ca 2,2026-09-17 - Thứ 5,307,80.13%,66.78%,205,100,19.87%,32.57%,307,AM Phi,,NTB - Khánh Hòa,(KHO) Ninh Hòa 2,Hàng Tồn,2026-09-17 - Thứ 5,336,89.58%,41.37%,139,173,10.42%,51.49%,0,AM Phi
NTB - Khánh Hòa,(KHO) Ninh Hòa 2,Hàng Mới Ca 1,2026-09-18 - Thứ 6,615,99.84%,81.95%,504,108,0.16%,17.56%,615,AM Phi,,NTB - Khánh Hòa,(KHO) Ninh Hòa 2,Hàng Mới Ca 2,2026-09-18 - Thứ 6,320,89.69%,72.81%,233,86,10.31%,26.88%,320,AM Phi,,NTB - Khánh Hòa,(KHO) Ninh Hòa 2,Hàng Tồn,2026-09-18 - Thứ 6,356,98.31%,48.88%,174,149,1.69%,41.85%,0,AM Phi
NTB - Khánh Hòa,(KHO) Tu Bông,Hàng Mới Ca 1,2026-09-12 - Thứ 7,545,99.63%,80.73%,440,99,0.37%,18.17%,545,AM Duy,,NTB - Khánh Hòa,(KHO) Tu Bông,Hàng Mới Ca 2,2026-09-12 - Thứ 7,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Duy,,NTB - Khánh Hòa,(KHO) Tu Bông,Hàng Tồn,2026-09-12 - Thứ 7,123,95.93%,30.89%,38,69,4.07%,56.10%,0,AM Duy
NTB - Khánh Hòa,(KHO) Tu Bông,Hàng Mới Ca 1,2026-09-13 - Chủ Nhật,562,99.47%,83.27%,468,90,0.53%,16.02%,562,AM Duy,,NTB - Khánh Hòa,(KHO) Tu Bông,Hàng Mới Ca 2,2026-09-13 - Chủ Nhật,179,89.94%,61.45%,110,68,10.06%,37.99%,179,AM Duy,,NTB - Khánh Hòa,(KHO) Tu Bông,Hàng Tồn,2026-09-13 - Chủ Nhật,156,96.15%,52.56%,82,69,3.85%,44.23%,0,AM Duy
NTB - Khánh Hòa,(KHO) Tu Bông,Hàng Mới Ca 1,2026-09-14 - Thứ 2,327,100.00%,82.26%,269,57,0.00%,17.43%,327,AM Duy,,NTB - Khánh Hòa,(KHO) Tu Bông,Hàng Mới Ca 2,2026-09-14 - Thứ 2,116,94.83%,59.48%,69,47,5.17%,40.52%,116,AM Duy,,NTB - Khánh Hòa,(KHO) Tu Bông,Hàng Tồn,2026-09-14 - Thứ 2,199,98.49%,54.27%,108,83,1.51%,41.71%,0,AM Duy
NTB - Khánh Hòa,(KHO) Tu Bông,Hàng Mới Ca 1,2026-09-15 - Thứ 3,285,100.00%,81.75%,233,50,0.00%,17.55%,285,AM Duy,,NTB - Khánh Hòa,(KHO) Tu Bông,Hàng Mới Ca 2,2026-09-15 - Thứ 3,213,93.43%,61.50%,131,81,6.57%,38.03%,213,AM Duy,,NTB - Khánh Hòa,(KHO) Tu Bông,Hàng Tồn,2026-09-15 - Thứ 3,168,97.62%,49.40%,83,76,2.38%,45.24%,0,AM Duy
NTB - Khánh Hòa,(KHO) Tu Bông,Hàng Mới Ca 1,2026-09-16 - Thứ 4,412,99.76%,83.74%,345,63,0.24%,15.29%,412,AM Duy,,NTB - Khánh Hòa,(KHO) Tu Bông,Hàng Mới Ca 2,2026-09-16 - Thứ 4,94,92.55%,65.96%,62,31,7.45%,32.98%,94,AM Duy,,NTB - Khánh Hòa,(KHO) Tu Bông,Hàng Tồn,2026-09-16 - Thứ 4,181,97.24%,41.44%,75,99,2.76%,54.69%,0,AM Duy
NTB - Khánh Hòa,(KHO) Tu Bông,Hàng Mới Ca 1,2026-09-17 - Thứ 5,367,99.18%,79.56%,292,70,0.82%,19.08%,367,AM Duy,,NTB - Khánh Hòa,(KHO) Tu Bông,Hàng Mới Ca 2,2026-09-17 - Thứ 5,155,94.19%,78.06%,121,34,5.81%,21.94%,155,AM Duy,,NTB - Khánh Hòa,(KHO) Tu Bông,Hàng Tồn,2026-09-17 - Thứ 5,178,96.63%,43.26%,77,92,3.37%,51.68%,0,AM Duy
NTB - Khánh Hòa,(KHO) Tu Bông,Hàng Mới Ca 1,2026-09-18 - Thứ 6,415,99.52%,78.80%,327,83,0.48%,20.00%,415,AM Duy,,NTB - Khánh Hòa,(KHO) Tu Bông,Hàng Mới Ca 2,2026-09-18 - Thứ 6,192,91.15%,48.96%,94,97,8.85%,50.52%,192,AM Duy,,NTB - Khánh Hòa,(KHO) Tu Bông,Hàng Tồn,2026-09-18 - Thứ 6,164,96.34%,43.90%,72,76,3.66%,46.34%,0,AM Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 1,2026-09-12 - Thứ 7,735,27.48%,19.86%,146,587,72.52%,79.87%,735,AM Duy,,NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 2,2026-09-12 - Thứ 7,448,2.01%,2.01%,9,439,97.99%,97.99%,448,AM Duy,,NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Tồn,2026-09-12 - Thứ 7,821,82.10%,37.64%,309,471,17.90%,57.37%,0,AM Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 1,2026-09-13 - Chủ Nhật,730,23.56%,16.99%,124,600,76.44%,82.19%,730,AM Duy,,NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 2,2026-09-13 - Chủ Nhật,246,5.28%,5.28%,13,233,94.72%,94.72%,246,AM Duy,,NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Tồn,2026-09-13 - Chủ Nhật,"1,279",51.76%,28.38%,363,891,48.24%,69.67%,0,AM Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 1,2026-09-14 - Thứ 2,810,11.11%,8.02%,65,745,88.89%,91.98%,810,AM Duy,,NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 2,2026-09-14 - Thứ 2,321,4.05%,3.74%,12,309,95.95%,96.26%,321,AM Duy,,NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Tồn,2026-09-14 - Thứ 2,"1,455",69.14%,42.06%,612,812,30.86%,55.81%,0,AM Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 1,2026-09-15 - Thứ 3,459,9.37%,7.41%,34,425,90.63%,92.59%,459,AM Duy,,NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 2,2026-09-15 - Thứ 3,353,4.25%,3.68%,13,340,95.75%,96.32%,353,AM Duy,,NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Tồn,2026-09-15 - Thứ 3,"1,672",56.04%,34.99%,585,"1,046",43.96%,62.56%,0,AM Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 1,2026-09-16 - Thứ 4,913,10.51%,7.56%,69,843,89.49%,92.33%,913,AM Duy,,NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 2,2026-09-16 - Thứ 4,260,3.85%,1.92%,5,255,96.15%,98.08%,260,AM Duy,,NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Tồn,2026-09-16 - Thứ 4,"1,616",65.78%,42.76%,691,877,34.22%,54.27%,0,AM Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 1,2026-09-17 - Thứ 5,839,14.06%,10.25%,86,753,85.94%,89.75%,839,AM Duy,,NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 2,2026-09-17 - Thứ 5,305,6.23%,5.25%,16,288,93.77%,94.42%,305,AM Duy,,NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Tồn,2026-09-17 - Thứ 5,"1,776",62.27%,39.36%,699,"1,025",37.73%,57.71%,0,AM Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 1,2026-09-18 - Thứ 6,852,15.85%,12.91%,110,742,84.15%,87.09%,852,AM Duy,,NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 2,2026-09-18 - Thứ 6,323,4.95%,2.79%,9,314,95.05%,97.21%,323,AM Duy,,NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Tồn,2026-09-18 - Thứ 6,"1,868",58.35%,36.94%,690,"1,139",41.65%,60.97%,0,AM Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Mới Ca 1,2026-09-12 - Thứ 7,469,98.51%,64.18%,301,164,1.49%,34.97%,469,AM Duy,,NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Mới Ca 2,2026-09-12 - Thứ 7,243,75.31%,44.44%,108,134,24.69%,55.15%,243,AM Duy,,NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Tồn,2026-09-12 - Thứ 7,333,99.10%,40.54%,135,178,0.90%,53.45%,0,AM Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Mới Ca 1,2026-09-13 - Chủ Nhật,379,97.89%,76.78%,291,84,2.11%,22.16%,379,AM Duy,,NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Mới Ca 2,2026-09-13 - Chủ Nhật,143,72.03%,40.56%,58,85,27.97%,59.44%,143,AM Duy,,NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Tồn,2026-09-13 - Chủ Nhật,434,95.39%,55.30%,240,169,4.61%,38.94%,0,AM Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Mới Ca 1,2026-09-14 - Thứ 2,355,99.15%,75.21%,267,83,0.85%,23.38%,355,AM Duy,,NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Mới Ca 2,2026-09-14 - Thứ 2,206,63.11%,45.15%,93,111,36.89%,53.88%,206,AM Duy,,NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Tồn,2026-09-14 - Thứ 2,316,97.78%,40.82%,129,154,2.22%,48.74%,0,AM Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Mới Ca 1,2026-09-15 - Thứ 3,219,94.98%,69.86%,153,65,5.02%,29.68%,219,AM Duy,,NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Mới Ca 2,2026-09-15 - Thứ 3,149,85.91%,59.73%,89,60,14.09%,40.27%,149,AM Duy,,NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Tồn,2026-09-15 - Thứ 3,318,97.17%,48.11%,153,140,2.83%,44.03%,0,AM Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Mới Ca 1,2026-09-16 - Thứ 4,368,100.00%,77.99%,287,77,0.00%,20.92%,368,AM Duy,,NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Mới Ca 2,2026-09-16 - Thứ 4,137,59.85%,47.45%,65,70,40.15%,51.09%,137,AM Duy,,NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Tồn,2026-09-16 - Thứ 4,230,96.52%,46.96%,108,98,3.48%,42.61%,0,AM Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Mới Ca 1,2026-09-17 - Thứ 5,329,99.39%,78.12%,257,70,0.61%,21.27%,329,AM Duy,,NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Mới Ca 2,2026-09-17 - Thứ 5,174,72.41%,53.45%,93,79,27.59%,45.40%,174,AM Duy,,NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Tồn,2026-09-17 - Thứ 5,227,96.48%,46.26%,105,111,3.52%,48.89%,0,AM Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Mới Ca 1,2026-09-18 - Thứ 6,332,100.00%,76.51%,254,76,0.00%,22.89%,332,AM Duy,,NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Mới Ca 2,2026-09-18 - Thứ 6,173,76.88%,57.80%,100,66,23.12%,38.15%,173,AM Duy,,NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Tồn,2026-09-18 - Thứ 6,235,98.30%,51.06%,120,92,1.70%,39.15%,0,AM Duy
NTB - Khánh Hòa,(KHO) Đông Ninh Hòa,Hàng Mới Ca 1,2026-09-12 - Thứ 7,474,95.36%,64.77%,307,164,4.64%,34.60%,474,AM Duy,,NTB - Khánh Hòa,(KHO) Đông Ninh Hòa,Hàng Mới Ca 2,2026-09-12 - Thứ 7,236,48.73%,25.00%,59,177,51.27%,75.00%,236,AM Duy,,NTB - Khánh Hòa,(KHO) Đông Ninh Hòa,Hàng Tồn,2026-09-12 - Thứ 7,279,94.98%,46.95%,131,134,5.02%,48.03%,0,AM Duy
NTB - Khánh Hòa,(KHO) Đông Ninh Hòa,Hàng Mới Ca 1,2026-09-13 - Chủ Nhật,421,92.40%,74.82%,315,104,7.60%,24.70%,421,AM Duy,,NTB - Khánh Hòa,(KHO) Đông Ninh Hòa,Hàng Mới Ca 2,2026-09-13 - Chủ Nhật,123,41.46%,33.33%,41,82,58.54%,66.67%,123,AM Duy,,NTB - Khánh Hòa,(KHO) Đông Ninh Hòa,Hàng Tồn,2026-09-13 - Chủ Nhật,440,95.00%,53.86%,237,191,5.00%,43.41%,0,AM Duy
NTB - Khánh Hòa,(KHO) Đông Ninh Hòa,Hàng Mới Ca 1,2026-09-14 - Thứ 2,504,99.01%,74.01%,373,122,0.99%,24.20%,504,AM Duy,,NTB - Khánh Hòa,(KHO) Đông Ninh Hòa,Hàng Mới Ca 2,2026-09-14 - Thứ 2,177,41.81%,34.46%,61,116,58.19%,65.54%,177,AM Duy,,NTB - Khánh Hòa,(KHO) Đông Ninh Hòa,Hàng Tồn,2026-09-14 - Thứ 2,352,97.16%,43.75%,154,176,2.84%,50.00%,0,AM Duy
NTB - Khánh Hòa,(KHO) Đông Ninh Hòa,Hàng Mới Ca 1,2026-09-15 - Thứ 3,244,96.31%,72.13%,176,66,3.69%,27.05%,244,AM Duy,,NTB - Khánh Hòa,(KHO) Đông Ninh Hòa,Hàng Mới Ca 2,2026-09-15 - Thứ 3,219,47.49%,34.25%,75,143,52.51%,65.29%,219,AM Duy,,NTB - Khánh Hòa,(KHO) Đông Ninh Hòa,Hàng Tồn,2026-09-15 - Thứ 3,386,97.41%,50.52%,195,168,2.59%,43.52%,0,AM Duy
NTB - Khánh Hòa,(KHO) Đông Ninh Hòa,Hàng Mới Ca 1,2026-09-16 - Thứ 4,393,91.86%,63.36%,249,136,8.14%,34.60%,393,AM Duy,,NTB - Khánh Hòa,(KHO) Đông Ninh Hòa,Hàng Mới Ca 2,2026-09-16 - Thứ 4,156,7.69%,5.13%,8,148,92.31%,94.87%,156,AM Duy,,NTB - Khánh Hòa,(KHO) Đông Ninh Hòa,Hàng Tồn,2026-09-16 - Thứ 4,342,95.32%,39.18%,134,185,4.68%,54.09%,0,AM Duy
NTB - Khánh Hòa,(KHO) Đông Ninh Hòa,Hàng Mới Ca 1,2026-09-17 - Thứ 5,391,93.86%,68.03%,266,122,6.14%,31.20%,391,AM Duy,,NTB - Khánh Hòa,(KHO) Đông Ninh Hòa,Hàng Mới Ca 2,2026-09-17 - Thứ 5,179,39.66%,32.96%,59,119,60.34%,66.48%,179,AM Duy,,NTB - Khánh Hòa,(KHO) Đông Ninh Hòa,Hàng Tồn,2026-09-17 - Thứ 5,430,92.09%,52.79%,227,183,7.91%,42.56%,0,AM Duy
NTB - Khánh Hòa,(KHO) Đông Ninh Hòa,Hàng Mới Ca 1,2026-09-18 - Thứ 6,388,93.81%,64.95%,252,132,6.19%,34.02%,388,AM Duy,,NTB - Khánh Hòa,(KHO) Đông Ninh Hòa,Hàng Mới Ca 2,2026-09-18 - Thứ 6,132,33.33%,25.76%,34,98,66.67%,74.24%,132,AM Duy,,NTB - Khánh Hòa,(KHO) Đông Ninh Hòa,Hàng Tồn,2026-09-18 - Thứ 6,403,95.53%,43.18%,174,211,4.47%,52.35%,0,AM Duy
NTB - Lâm Đồng,(LDO) 1 Bảo Lộc,Hàng Mới Ca 1,2026-09-12 - Thứ 7,388,99.23%,88.40%,343,42,0.77%,10.83%,388,AM Nga,,NTB - Lâm Đồng,(LDO) 1 Bảo Lộc,Hàng Mới Ca 2,2026-09-12 - Thứ 7,352,36.08%,31.53%,111,238,63.92%,67.62%,352,AM Nga,,NTB - Lâm Đồng,(LDO) 1 Bảo Lộc,Hàng Tồn,2026-09-12 - Thứ 7,369,98.10%,59.62%,220,138,1.90%,37.40%,0,AM Nga
NTB - Lâm Đồng,(LDO) 1 Bảo Lộc,Hàng Mới Ca 1,2026-09-13 - Chủ Nhật,526,96.39%,78.52%,413,110,3.61%,20.91%,526,AM Nga,,NTB - Lâm Đồng,(LDO) 1 Bảo Lộc,Hàng Mới Ca 2,2026-09-13 - Chủ Nhật,364,29.12%,27.75%,101,262,70.88%,71.98%,364,AM Nga,,NTB - Lâm Đồng,(LDO) 1 Bảo Lộc,Hàng Tồn,2026-09-13 - Chủ Nhật,396,98.23%,64.14%,254,126,1.77%,31.82%,0,AM Nga
NTB - Lâm Đồng,(LDO) 1 Bảo Lộc,Hàng Mới Ca 1,2026-09-14 - Thứ 2,292,100.00%,76.71%,224,64,0.00%,21.92%,292,AM Nga,,NTB - Lâm Đồng,(LDO) 1 Bảo Lộc,Hàng Mới Ca 2,2026-09-14 - Thứ 2,349,23.78%,21.20%,74,275,76.22%,78.80%,349,AM Nga,,NTB - Lâm Đồng,(LDO) 1 Bảo Lộc,Hàng Tồn,2026-09-14 - Thứ 2,455,94.07%,58.02%,264,171,5.93%,37.58%,0,AM Nga
NTB - Lâm Đồng,(LDO) 1 Bảo Lộc,Hàng Mới Ca 1,2026-09-15 - Thứ 3,244,99.59%,70.08%,171,72,0.41%,29.51%,244,AM Nga,,NTB - Lâm Đồng,(LDO) 1 Bảo Lộc,Hàng Mới Ca 2,2026-09-15 - Thứ 3,340,4.71%,4.12%,14,326,95.29%,95.88%,340,AM Nga,,NTB - Lâm Đồng,(LDO) 1 Bảo Lộc,Hàng Tồn,2026-09-15 - Thứ 3,495,98.59%,61.01%,302,179,1.41%,36.16%,0,AM Nga
NTB - Lâm Đồng,(LDO) 1 Bảo Lộc,Hàng Mới Ca 1,2026-09-16 - Thứ 4,241,91.29%,79.25%,191,47,8.71%,19.51%,241,AM Nga,,NTB - Lâm Đồng,(LDO) 1 Bảo Lộc,Hàng Mới Ca 2,2026-09-16 - Thứ 4,64,4.69%,4.69%,3,61,95.31%,95.31%,64,AM Nga,,NTB - Lâm Đồng,(LDO) 1 Bảo Lộc,Hàng Tồn,2026-09-16 - Thứ 4,525,98.86%,68.19%,358,151,1.14%,28.76%,0,AM Nga
NTB - Lâm Đồng,(LDO) 1 Bảo Lộc,Hàng Mới Ca 1,2026-09-17 - Thứ 5,714,99.72%,82.07%,586,124,0.28%,17.37%,714,AM Nga,,NTB - Lâm Đồng,(LDO) 1 Bảo Lộc,Hàng Mới Ca 2,2026-09-17 - Thứ 5,137,19.71%,17.52%,24,112,80.29%,81.75%,137,AM Nga,,NTB - Lâm Đồng,(LDO) 1 Bảo Lộc,Hàng Tồn,2026-09-17 - Thứ 5,213,97.65%,61.97%,132,73,2.35%,34.27%,0,AM Nga
NTB - Lâm Đồng,(LDO) 1 Bảo Lộc,Hàng Mới Ca 1,2026-09-18 - Thứ 6,507,100.00%,77.51%,393,113,0.00%,22.29%,507,AM Nga,,NTB - Lâm Đồng,(LDO) 1 Bảo Lộc,Hàng Mới Ca 2,2026-09-18 - Thứ 6,288,9.03%,7.64%,22,266,90.97%,92.36%,288,AM Nga,,NTB - Lâm Đồng,(LDO) 1 Bảo Lộc,Hàng Tồn,2026-09-18 - Thứ 6,294,95.92%,60.20%,177,106,4.08%,36.06%,0,AM Nga
