Cấp Quản Lý,Chi tiết,Loại Hàng,Time,Volume,% Gán,% GTC,% Chuyển trả,Leadtime,Sản Lượng Giao Thành Công,Sản Lượng Chuyển Trả,Sản Lượng Gán,Sản Lượng Trả,Sản Lượng Tồn,Sản Lượng Chưa Gán,% Chưa Gán,%Tồn,Hàng Mới Về Trong Ngày,Tỉnh,Vùng,AM
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Mới Ca 1,2026-07-31 - Thứ 6,112,95.54%,81.25%,0.00%,4.97,91,0,107,0,21,5,4.46%,18.75%,112,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Mới Ca 2,2026-08-09 - Chủ Nhật,49,8.16%,8.16%,0.00%,1.5,4,0,4,0,45,45,91.84%,91.84%,49,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Mới Ca 2,2026-08-16 - Chủ Nhật,33,93.94%,63.64%,0.00%,2.19,21,0,31,0,12,2,6.06%,36.36%,33,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Mới Ca 2,2026-08-13 - Thứ 5,45,53.33%,48.89%,0.00%,2,22,0,24,0,23,21,46.67%,51.11%,45,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Mới Ca 2,2026-08-08 - Thứ 7,50,76.00%,46.00%,0.00%,2.22,23,0,38,0,27,12,24.00%,54.00%,50,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Mới Ca 2,2026-08-15 - Thứ 7,37,97.30%,75.68%,0.00%,1.54,28,0,36,0,9,1,2.70%,24.32%,37,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Mới Ca 2,2026-08-12 - Thứ 4,57,57.89%,49.12%,0.00%,3.07,28,0,33,0,29,24,42.11%,50.88%,57,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Mới Ca 2,2026-08-11 - Thứ 3,63,77.78%,47.62%,0.00%,2.3,30,0,49,0,33,14,22.22%,52.38%,63,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Mới Ca 2,2026-08-05 - Thứ 4,50,86.00%,62.00%,0.00%,1.74,31,0,43,0,19,7,14.00%,38.00%,50,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Mới Ca 2,2026-07-21 - Thứ 3,57,77.19%,56.14%,0.00%,2.56,32,0,44,0,25,13,22.81%,43.86%,57,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Mới Ca 2,2026-08-06 - Thứ 5,81,60.49%,40.74%,0.00%,2.45,33,0,49,0,48,32,39.51%,59.26%,81,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Mới Ca 2,2026-08-04 - Thứ 3,65,76.92%,50.77%,0.00%,2.76,33,0,50,0,32,15,23.08%,49.23%,65,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Mới Ca 2,2026-07-24 - Thứ 6,43,93.02%,86.05%,0.00%,2.84,37,0,40,0,6,3,6.98%,13.95%,43,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Mới Ca 2,2026-08-03 - Thứ 2,60,75.00%,61.67%,0.00%,2.38,37,0,45,0,23,15,25.00%,38.33%,60,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Mới Ca 2,2026-07-28 - Thứ 3,49,93.88%,77.55%,0.00%,1.34,38,0,46,0,11,3,6.12%,22.45%,49,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Mới Ca 2,2026-07-20 - Thứ 2,54,83.33%,70.37%,0.00%,2.82,38,0,45,0,16,9,16.67%,29.63%,54,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Mới Ca 2,2026-07-22 - Thứ 4,60,90.00%,63.33%,0.00%,3.08,38,0,54,0,22,6,10.00%,36.67%,60,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Mới Ca 2,2026-08-10 - Thứ 2,86,62.79%,44.19%,0.00%,2.68,38,0,54,0,48,32,37.21%,55.81%,86,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Mới Ca 2,2026-08-14 - Thứ 6,53,98.11%,73.58%,0.00%,2.79,39,0,52,0,14,1,1.89%,26.42%,53,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Mới Ca 2,2026-07-29 - Thứ 4,55,85.45%,72.73%,0.00%,3.08,40,0,47,0,15,8,14.55%,27.27%,55,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Mới Ca 2,2026-08-02 - Chủ Nhật,70,75.71%,57.14%,0.00%,2.85,40,0,53,0,30,17,24.29%,42.86%,70,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Mới Ca 2,2026-08-07 - Thứ 6,102,63.73%,40.20%,0.00%,3.07,41,0,65,0,61,37,36.27%,59.80%,102,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Mới Ca 2,2026-07-31 - Thứ 6,58,87.93%,77.59%,0.00%,1.78,45,0,51,0,13,7,12.07%,22.41%,58,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Mới Ca 2,2026-08-01 - Thứ 7,71,83.10%,71.83%,0.00%,1.78,51,0,59,0,20,12,16.90%,28.17%,71,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Mới Ca 2,2026-07-30 - Thứ 5,79,86.08%,64.56%,0.00%,1.8,51,0,68,0,28,11,13.92%,35.44%,79,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Mới Ca 2,2026-07-27 - Thứ 2,84,85.71%,73.81%,0.00%,2.55,62,0,72,0,22,12,14.29%,26.19%,84,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Mới Ca 2,2026-07-23 - Thứ 5,90,90.00%,73.33%,0.00%,2.27,66,0,81,0,24,9,10.00%,26.67%,90,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Mới Ca 2,2026-07-25 - Thứ 7,93,96.77%,74.19%,0.00%,3.26,69,0,90,0,24,3,3.23%,25.81%,93,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Mới Ca 2,2026-07-26 - Chủ Nhật,85,89.41%,81.18%,0.00%,2.93,69,0,76,0,16,9,10.59%,18.82%,85,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Tồn,2026-08-16 - Chủ Nhật,43,83.72%,39.53%,2.33%,39.53,17,1,36,1,25,7,16.28%,58.14%,0,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Tồn,2026-07-29 - Thứ 4,47,95.74%,36.17%,14.89%,28,17,7,45,7,23,2,4.26%,48.94%,0,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Tồn,2026-08-06 - Thứ 5,56,98.21%,32.14%,3.57%,28.61,18,2,55,2,36,1,1.79%,64.29%,0,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Tồn,2026-08-02 - Chủ Nhật,47,95.74%,40.43%,14.89%,24.74,19,7,45,7,21,2,4.26%,44.68%,0,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Tồn,2026-08-15 - Thứ 7,55,100.00%,38.18%,10.91%,35.33,21,6,55,6,28,0,0.00%,50.91%,0,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Tồn,2026-08-04 - Thứ 3,51,100.00%,41.18%,3.92%,25.19,21,2,51,2,28,0,0.00%,54.90%,0,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Tồn,2026-07-27 - Thứ 2,54,96.30%,42.59%,7.41%,31.13,23,4,52,4,27,2,3.70%,50.00%,0,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Tồn,2026-07-26 - Chủ Nhật,58,96.55%,39.66%,8.62%,28.43,23,5,56,5,30,2,3.45%,51.72%,0,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Tồn,2026-07-28 - Thứ 3,55,96.36%,43.64%,1.82%,28.42,24,1,53,1,30,2,3.64%,54.54%,0,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Tồn,2026-07-25 - Thứ 7,49,97.96%,51.02%,4.08%,37.12,25,2,48,2,22,1,2.04%,44.90%,0,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Tồn,2026-08-01 - Thứ 7,53,96.23%,50.94%,1.89%,33.3,27,1,51,1,25,2,3.77%,47.17%,0,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Tồn,2026-07-23 - Thứ 5,56,100.00%,50.00%,7.14%,31.93,28,4,56,4,24,0,0.00%,42.86%,0,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Tồn,2026-07-24 - Thứ 6,64,98.44%,51.56%,1.56%,30.88,33,1,63,1,30,1,1.56%,46.88%,0,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Tồn,2026-07-31 - Thứ 6,68,95.59%,48.53%,7.35%,31.88,33,5,65,5,30,3,4.41%,44.12%,0,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Tồn,2026-07-21 - Thứ 3,66,96.97%,51.52%,3.03%,31.18,34,2,64,2,30,2,3.03%,45.45%,0,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Tồn,2026-07-30 - Thứ 5,67,95.52%,50.75%,2.99%,32.03,34,2,64,2,31,3,4.48%,46.26%,0,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Tồn,2026-08-03 - Thứ 2,58,100.00%,60.34%,6.90%,29.83,35,4,58,4,19,0,0.00%,32.76%,0,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Tồn,2026-08-05 - Thứ 4,70,100.00%,60.00%,1.43%,33.5,42,1,70,1,27,0,0.00%,38.57%,0,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Tồn,2026-07-22 - Thứ 4,69,98.55%,63.77%,5.80%,42.41,44,4,68,4,21,1,1.45%,30.43%,0,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Tồn,2026-08-14 - Thứ 6,80,100.00%,56.25%,6.25%,38.6,45,5,80,5,30,0,0.00%,37.50%,0,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Tồn,2026-08-11 - Thứ 3,92,100.00%,50.00%,3.26%,26.11,46,3,92,3,43,0,0.00%,46.74%,0,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Tồn,2026-08-13 - Thứ 5,99,98.99%,50.51%,6.06%,34.1,50,6,98,6,43,1,1.01%,43.43%,0,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Tồn,2026-08-12 - Thứ 4,97,100.00%,52.58%,2.06%,35.18,51,2,97,2,44,0,0.00%,45.36%,0,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Tồn,2026-08-07 - Thứ 6,105,98.10%,54.29%,1.90%,31.09,57,2,103,2,46,2,1.90%,43.81%,0,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Tồn,2026-07-20 - Thứ 2,92,98.91%,64.13%,3.26%,37.19,59,3,91,3,30,1,1.09%,32.61%,0,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Tồn,2026-08-10 - Thứ 2,90,98.89%,66.67%,2.22%,29.68,60,2,89,2,28,1,1.11%,31.11%,0,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Tồn,2026-08-09 - Chủ Nhật,103,98.06%,66.02%,0.00%,34.66,68,0,101,0,35,2,1.94%,33.98%,0,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Vạn Ninh,Hàng Tồn,2026-08-08 - Thứ 7,125,100.00%,60.80%,7.20%,33.45,76,9,125,9,40,0,0.00%,32.00%,0,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 1,2026-08-16 - Chủ Nhật,151,97.35%,66.23%,0.00%,10.38,100,0,147,0,51,4,2.65%,33.77%,151,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 1,2026-07-29 - Thứ 4,154,98.70%,80.52%,0.00%,9.8,124,0,152,0,30,2,1.30%,19.48%,154,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 1,2026-07-27 - Thứ 2,123,100.00%,81.30%,0.00%,12.99,100,0,123,0,23,0,0.00%,18.70%,123,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 1,2026-08-14 - Thứ 6,160,94.38%,70.63%,0.00%,10.42,113,0,151,0,47,9,5.62%,29.37%,160,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 1,2026-08-08 - Thứ 7,150,98.67%,84.67%,0.00%,10,127,0,148,0,23,2,1.33%,15.33%,150,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 1,2026-08-12 - Thứ 4,210,99.52%,70.95%,0.00%,10.91,149,0,209,0,61,1,0.48%,29.05%,210,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 1,2026-07-23 - Thứ 5,164,99.39%,89.02%,0.00%,11.47,146,0,163,0,18,1,0.61%,10.98%,164,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 1,2026-08-07 - Thứ 6,132,99.24%,87.12%,0.00%,12.1,115,0,131,0,17,1,0.76%,12.88%,132,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 1,2026-07-24 - Thứ 6,121,99.17%,85.95%,0.00%,8.2,104,0,120,0,17,1,0.83%,14.05%,121,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 1,2026-08-11 - Thứ 3,179,100.00%,73.18%,0.00%,10.21,131,0,179,0,48,0,0.00%,26.82%,179,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 1,2026-07-22 - Thứ 4,112,100.00%,83.93%,0.00%,9.36,94,0,112,0,18,0,0.00%,16.07%,112,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 1,2026-08-13 - Thứ 5,164,96.95%,70.12%,0.00%,7.97,115,0,159,0,49,5,3.05%,29.88%,164,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 1,2026-07-31 - Thứ 6,182,98.90%,79.12%,0.00%,10.38,144,0,180,0,38,2,1.10%,20.88%,182,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 1,2026-08-06 - Thứ 5,127,99.21%,80.31%,0.00%,10.08,102,0,126,0,25,1,0.79%,19.69%,127,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 1,2026-08-04 - Thứ 3,111,99.10%,87.39%,0.00%,9.97,97,0,110,0,14,1,0.90%,12.61%,111,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 1,2026-08-09 - Chủ Nhật,145,99.31%,80.00%,0.00%,9.75,116,0,144,0,29,1,0.69%,20.00%,145,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 1,2026-08-01 - Thứ 7,65,98.46%,83.08%,0.00%,7.74,54,0,64,0,11,1,1.54%,16.92%,65,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 1,2026-08-03 - Thứ 2,72,100.00%,94.44%,0.00%,11.62,68,0,72,0,4,0,0.00%,5.56%,72,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 1,2026-07-30 - Thứ 5,102,99.02%,67.65%,0.98%,9.54,69,1,101,1,32,1,0.98%,31.37%,102,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 1,2026-08-15 - Thứ 7,134,82.09%,55.97%,0.00%,9.47,75,0,110,0,59,24,17.91%,44.03%,134,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 1,2026-08-02 - Chủ Nhật,89,100.00%,84.27%,0.00%,8.79,75,0,89,0,14,0,0.00%,15.73%,89,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 1,2026-07-20 - Thứ 2,95,98.95%,86.32%,0.00%,9.34,82,0,94,0,13,1,1.05%,13.68%,95,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 1,2026-07-21 - Thứ 3,97,100.00%,85.57%,0.00%,5.9,83,0,97,0,14,0,0.00%,14.43%,97,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 1,2026-08-05 - Thứ 4,97,100.00%,86.60%,0.00%,8.62,84,0,97,0,13,0,0.00%,13.40%,97,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 1,2026-07-26 - Chủ Nhật,116,100.00%,73.28%,0.00%,7.36,85,0,116,0,31,0,0.00%,26.72%,116,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 1,2026-07-28 - Thứ 3,113,97.35%,78.76%,0.00%,10.93,89,0,110,0,24,3,2.65%,21.24%,113,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 1,2026-07-25 - Thứ 7,122,100.00%,75.41%,0.00%,11.66,92,0,122,0,30,0,0.00%,24.59%,122,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 1,2026-08-10 - Thứ 2,148,100.00%,62.84%,0.68%,14.45,93,1,148,1,54,0,0.00%,36.48%,148,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 2,2026-07-23 - Thứ 5,115,100.00%,75.65%,0.00%,4.01,87,0,115,0,28,0,0.00%,24.35%,115,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 2,2026-08-07 - Thứ 6,136,100.00%,77.21%,0.00%,4.2,105,0,136,0,31,0,0.00%,22.79%,136,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 2,2026-08-15 - Thứ 7,58,1.72%,0.00%,0.00%,,0,0,1,0,58,57,98.28%,100.00%,58,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 2,2026-08-16 - Chủ Nhật,32,15.63%,12.50%,0.00%,4.75,4,0,5,0,28,27,84.37%,87.50%,32,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 2,2026-08-13 - Thứ 5,64,10.94%,9.38%,0.00%,6.33,6,0,7,0,58,57,89.06%,90.62%,64,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 2,2026-08-12 - Thứ 4,82,9.76%,8.54%,0.00%,4.86,7,0,8,0,75,74,90.24%,91.46%,82,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 2,2026-08-14 - Thứ 6,57,21.05%,15.79%,0.00%,3.67,9,0,12,0,48,45,78.95%,84.21%,57,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 2,2026-08-09 - Chủ Nhật,55,100.00%,67.27%,0.00%,4.14,37,0,55,0,18,0,0.00%,32.73%,55,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 2,2026-07-26 - Chủ Nhật,74,94.59%,60.81%,0.00%,2.96,45,0,70,0,29,4,5.41%,39.19%,74,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 2,2026-07-31 - Thứ 6,72,95.83%,68.06%,0.00%,4.39,49,0,69,0,23,3,4.17%,31.94%,72,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 2,2026-07-20 - Thứ 2,73,100.00%,68.49%,0.00%,4.78,50,0,73,0,23,0,0.00%,31.51%,73,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 2,2026-07-21 - Thứ 3,71,100.00%,73.24%,0.00%,3.54,52,0,71,0,19,0,0.00%,26.76%,71,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 2,2026-07-28 - Thứ 3,80,100.00%,70.00%,0.00%,4.98,56,0,80,0,24,0,0.00%,30.00%,80,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 2,2026-08-08 - Thứ 7,76,100.00%,75.00%,0.00%,4.67,57,0,76,0,19,0,0.00%,25.00%,76,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 2,2026-07-30 - Thứ 5,83,100.00%,68.67%,0.00%,4.98,57,0,83,0,26,0,0.00%,31.33%,83,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 2,2026-08-05 - Thứ 4,91,100.00%,70.33%,0.00%,3.89,64,0,91,0,27,0,0.00%,29.67%,91,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 2,2026-07-29 - Thứ 4,89,100.00%,73.03%,0.00%,4.35,65,0,89,0,24,0,0.00%,26.97%,89,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 2,2026-08-03 - Thứ 2,101,99.01%,65.35%,0.00%,3.44,66,0,100,0,35,1,0.99%,34.65%,101,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 2,2026-08-10 - Thứ 2,128,75.78%,53.13%,0.00%,4.99,68,0,97,0,60,31,24.22%,46.87%,128,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 2,2026-08-06 - Thứ 5,86,100.00%,79.07%,0.00%,4.19,68,0,86,0,18,0,0.00%,20.93%,86,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 2,2026-07-22 - Thứ 4,90,100.00%,78.89%,0.00%,3.92,71,0,90,0,19,0,0.00%,21.11%,90,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 2,2026-07-24 - Thứ 6,93,100.00%,78.49%,0.00%,3.73,73,0,93,0,20,0,0.00%,21.51%,93,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 2,2026-07-27 - Thứ 2,96,100.00%,78.13%,0.00%,4.79,75,0,96,0,21,0,0.00%,21.87%,96,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 2,2026-08-11 - Thứ 3,130,76.15%,57.69%,0.00%,4.97,75,0,99,0,55,31,23.85%,42.31%,130,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 2,2026-07-25 - Thứ 7,111,98.20%,72.07%,0.00%,4.14,80,0,109,0,31,2,1.80%,27.93%,111,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 2,2026-08-04 - Thứ 3,119,99.16%,68.91%,0.00%,3.94,82,0,118,0,37,1,0.84%,31.09%,119,Khánh Hòa,NTB,Phan Đình Duy
NTB - Khánh Hòa,(KHO) Tây Nha Trang,Hàng Mới Ca 2,2026-08-02 - Chủ Nhật,114,99.12%,72.81%,0.00%,4.18,83,0,113,0,31,1,0.88%,27.19%,114,Khánh Hòa,NTB,Phan Đình Duy
